TOA5,CR1000,CR1000,29101,CR1000.Std.32.03,CPU:Mzaar_MTO_2018_2019_modif2_200219.cr1,38694,Table_MTO_MZAAR,,,,,,,,,,,,,,,,,
2019-05-21 06:00:00,4272,13.03,14.33,26.14,610.7064,160.5307,1.304,254.8,62.85,778.5,-10,-10,-10,0.349,241,0.359,1884,19.97,3.038,13.12,0.028,0.041,13.63,0.074
2019-05-21 06:30:00,4273,13.13,16.62,30.01,703.1917,178.4938,0.821,234,43.65,778.7,-10,-10,-10,0.349,245,0.359,1884,19.97,2.352,13.23,0.04,0.04,13.7,0.087
2019-05-21 07:00:00,4274,13.4,15.65,28.02,799.0248,204.2978,1.774,223.6,21.7,778.7,-10,-10,-10,0.348,252,0.359,1884,19.96,3.43,13.47,0.09,0.04,14.99,0.132
2019-05-21 07:30:00,4275,13.58,16.9,30.03,859.9351,217.8609,2.273,305.8,19.89,778.9,-10,-10,-10,0.348,250,0.358,1884,19.97,5.096,13.66,0.076,0.04,18.58,0.099
2019-05-21 08:00:00,4276,13.58,16.23,29.53,890.9852,229.29,3.647,334.3,9.65,779,-10,-10,-10,0.345,277,0.355,1884,19.96,5.488,13.66,0.068,0.04,19.5,0.086
2019-05-21 08:30:00,4277,13.58,16.56,34.8,984.5003,254.6049,3.419,335,12,779,-10,-10,-10,0.349,258,0.36,1884,19.96,5.439,13.66,0.067,0.045,19.61,0.088
2019-05-21 09:00:00,4278,13.58,16.69,35.15,1007.921,264.7071,3.348,356.7,16.88,779.1,-10,-10,-10,0.344,279,0.355,1884,19.96,5.88,13.66,0.065,0.04,19.74,0.082
2019-05-21 09:30:00,4279,13.22,17.34,30.78,1020.852,271.2409,3.019,4.557,16.19,779.1,1.854,193,1.912,1.854,193,1.912,1884,19.96,5.39,13.3,0.307,0.075,16.32,0.371
2019-05-21 10:00:00,4280,13.55,17.46,29.99,1042.801,277.8318,3.293,1.608,21.35,778.9,1.847,188.1,1.904,0.346,274,0.357,1884,19.96,6.223,13.63,0.069,0.04,19.8,0.084
2019-05-21 10:30:00,4281,13.58,17.31,39.04,1024.028,273.3398,4.354,6.103,24.33,778.7,-10,-10,-10,0.341,325,0.351,1884,19.96,7.595,13.66,0.067,0.047,19.98,0.088
2019-05-21 11:00:00,4282,13.62,16.83,35.72,1013.261,267.6853,4.987,356.8,15.18,778.6,-10,-10,-10,0.337,384,0.347,1884,19.96,8.28,13.7,0.072,0.04,20,0.086
2019-05-21 11:30:00,4283,13.64,16.93,31.2,949.416,248.617,4.349,357.8,12.7,778.5,-10,-10,-10,0.345,292,0.355,1884,19.96,7.007,13.73,0.069,0.04,20.05,0.084
2019-05-21 12:00:00,4284,13.64,16.67,28.1,892.6416,233.9547,4.635,8.26,14.78,778.5,-10,-10,-10,0.337,400,0.347,1884,19.96,7.889,13.73,0.065,0.04,20.2,0.08
2019-05-21 12:30:00,4285,13.67,16.55,28.28,819.5586,217.9879,4.165,2.278,13.8,778.5,-10,-10,-10,0.349,260,0.36,1884,19.96,7.007,13.75,0.069,0.04,20.12,0.084
2019-05-21 13:00:00,4286,13.68,16.51,29.26,733.6492,199.4953,4.848,355.7,17.09,778.3,-10,-10,-10,0.346,290,0.356,1884,19.96,8.38,13.76,0.065,0.04,20.13,0.08
2019-05-21 13:30:00,4287,13.68,16.2,44.17,639.8533,178.3579,4.246,352.4,14.99,778.4,1.856,188.8,1.908,1.854,188,1.906,1884,19.96,7.252,13.76,0.061,0.04,19.98,0.079
2019-05-21 14:00:00,4288,13.64,15.91,32.32,534.6359,153.7179,2.695,340.8,15.77,778.5,1.857,187.9,1.909,0.342,323,0.352,1884,19.96,6.517,13.73,0.051,0.04,18.5,0.079
2019-05-21 14:30:00,4289,13.62,16.78,32.97,405.123,119.872,1.349,5.817,31.4,778.6,-10,-10,-10,0.346,285,0.356,1884,19.96,3.528,13.7,0.046,0.04,17.44,0.08
2019-05-21 15:00:00,4290,13.59,15.28,31.92,289.9141,92.01035,2.336,63.5,16.5,778.5,-10,-10,-10,0.349,258,0.358,1884,19.96,4.312,13.67,0.043,0.04,17.22,0.077
2019-05-21 15:30:00,4291,13.6,14.89,32.79,193.0076,71.35902,2.104,74.08,14.77,778.3,-10,-10,-10,0.349,254,0.358,1884,19.96,3.332,13.68,0.042,0.04,15.77,0.081
2019-05-21 16:00:00,4292,13.45,14.68,34.78,83.15536,37.34101,1.785,68.08,12.16,778.4,-10,-10,-10,0.347,254,0.356,1884,19.97,3.479,13.53,0.011,0.04,14.42,0.054
2019-05-21 16:30:00,4293,13.17,14.16,36.27,23.13333,13.60149,1.486,60.7,16.04,778.5,-10,-10,-10,0.348,248,0.357,1884,19.97,3.136,13.28,-0.028,0.045,13.61,0.018
2019-05-21 17:00:00,4294,13,13.85,34.72,0.1795744,3.625791,1.352,52.74,16.23,778.6,-10,-10,-10,0.35,244,0.359,1884,19.97,3.234,13.09,-0.039,0.04,6.884,0
2019-05-21 17:30:00,4295,12.93,13.43,38.08,0,2.616359,1.634,33.99,14.13,778.8,-10,-10,-10,0.35,252,0.358,1884,19.97,2.744,13.02,-0.039,0.04,0.501,0
2019-05-21 18:00:00,4296,12.9,13.56,35.53,0,2.951039,1.772,57.31,31.61,778.9,-10,-10,-10,0.35,252,0.359,1884,19.98,5.194,12.98,-0.039,0.04,0.124,0
2019-05-21 18:30:00,4297,12.88,13.22,38.69,0,2.321279,1.73,36.87,17.57,779.2,-10,-10,-10,0.35,254,0.358,1884,19.98,3.038,12.96,-0.039,0.04,0.063,0
2019-05-21 19:00:00,4298,12.86,13.12,36.26,0,2.846096,1.364,60.51,16.01,779.3,-10,-10,-10,0.35,253,0.358,1884,19.98,2.842,12.95,-0.04,0.04,0.051,0
2019-05-21 19:30:00,4299,12.85,13.17,37.33,0,2.659338,1.381,74.84,21.56,779.4,-10,-10,-10,0.35,253,0.358,1884,19.98,3.724,12.94,-0.04,0.04,0.047,0
2019-05-21 20:00:00,4300,12.84,13.22,38.07,0,2.799881,1.901,62.7,27.71,779.4,-10,-10,-10,0.349,262,0.357,1884,19.98,5.537,12.92,-0.04,0.041,0.045,0
2019-05-21 20:30:00,4301,12.83,13.33,37.23,0,2.373113,2.826,40.8,14.25,779.4,-10,-10,-10,0.348,267,0.356,1884,19.98,5.243,12.91,-0.04,0.041,0.044,0
2019-05-21 21:00:00,4302,12.82,13.23,39.01,0,1.96417,3.234,30.98,15.92,779.3,-10,-10,-10,0.35,257,0.358,1884,19.98,5.929,12.9,-0.039,0.04,0.044,0
2019-05-21 21:30:00,4303,12.81,13.02,40.83,0,1.414704,3.708,13.6,14.35,779.1,-10,-10,-10,0.35,253,0.358,1884,19.98,6.076,12.89,-0.039,0.04,0.043,0
2019-05-21 22:00:00,4304,12.8,12.93,40.71,0,1.32847,4.512,10.17,14.49,778.9,-10,-10,-10,0.35,253,0.358,1884,19.98,7.252,12.88,-0.04,0.041,0.044,0
2019-05-21 22:30:00,4305,12.78,12.64,39.88,0,1.358923,4.305,14.33,13.46,778.8,-10,-10,-10,0.35,252,0.358,1884,19.98,8.13,12.87,-0.04,0.041,0.045,0
2019-05-21 23:00:00,4306,12.77,12.77,38.01,0,1.518617,4.093,19.37,13.31,778.7,-10,-10,-10,0.345,297,0.353,1884,19.98,7.399,12.86,-0.04,0.041,0.045,0
2019-05-21 23:30:00,4307,12.76,12.86,37.71,0,1.336034,4.132,20.08,14.89,778.7,-10,-10,-10,0.343,310,0.351,1884,19.98,7.154,12.84,-0.04,0.041,0.047,0
2019-05-22 00:00:00,4308,12.75,12.83,38.35,0,1.395479,4.262,21.87,12.78,778.6,-10,-10,-10,0.343,310,0.351,1884,19.98,7.301,12.83,-0.04,0.041,0.05,0
2019-05-22 00:30:00,4309,12.72,12.8,39.25,0,1.447438,4.317,26.19,12.36,778.4,-10,-10,-10,0.35,254,0.358,1884,19.98,7.742,12.81,-0.044,0.045,0.05,0
2019-05-22 01:00:00,4310,12.73,12.8,40.18,0,1.549596,4.271,34.28,11.78,778.3,-10,-10,-10,0.35,253,0.358,1884,19.98,6.909,12.81,-0.04,0.041,0.051,0
2019-05-22 01:30:00,4311,12.71,12.55,42.47,0,1.578992,4.663,34.98,12.11,778.3,-10,-10,-10,0.35,253,0.358,1884,19.98,7.35,12.8,-0.04,0.041,0.051,0
2019-05-22 02:00:00,4312,12.7,12.61,42.44,0,1.762216,4.881,35.86,11.32,778.1,-10,-10,-10,0.35,253,0.358,1884,19.98,8.38,12.79,-0.04,0.041,0.055,0
2019-05-22 02:30:00,4313,12.69,12.79,41.37,0.06781825,2.009145,4.71,38.79,13.45,778.1,-10,-10,-10,0.35,252,0.358,1884,19.98,8.97,12.78,-0.04,0.041,2.85,0
2019-05-22 03:00:00,4314,12.69,13,41.2,12.28732,6.514517,4.508,34.29,16.66,778.2,-10,-10,-10,0.35,252,0.358,1884,19.98,7.595,12.77,-0.039,0.041,11.92,0.002
2019-05-22 03:30:00,4315,12.71,13.29,38.81,41.57198,15.35232,4.301,40.83,9.02,778.4,-10,-10,-10,0.35,254,0.358,1884,19.98,6.37,12.79,-0.029,0.041,12.95,0.013
2019-05-22 04:00:00,4316,12.73,13.32,39.64,72.15775,21.91747,3.37,24.1,14.95,778.6,-10,-10,-10,0.349,260,0.357,1884,19.98,6.419,12.81,-0.018,0.041,13.15,0.025
2019-05-22 04:30:00,4317,12.78,13.37,36.58,146.5148,41.33696,1.526,357.3,20.87,778.7,-10,-10,-10,0.35,256,0.359,1884,19.98,3.185,12.85,-0.002,0.04,13.35,0.042
2019-05-22 05:00:00,4318,12.88,14.76,32.93,363.4984,97.17469,1.797,339.2,28.51,778.8,-10,-10,-10,0.346,286,0.356,1885,19.98,3.92,12.96,0.021,0.04,13.26,0.067
2019-05-22 05:30:00,4319,13,15.71,31.49,499.4223,132.3067,1.109,287.3,31.07,778.9,-10,-10,-10,0.348,264,0.358,1884,19.98,3.283,13.09,0.032,0.04,13.53,0.078
2019-05-22 06:00:00,4320,13.12,16.15,30.86,609.2522,160.9717,2.299,307.9,17.91,779,-10,-10,-10,0.347,278,0.357,1884,19.97,4.949,13.21,0.038,0.04,13.73,0.084
2019-05-22 06:30:00,4321,13.26,16.12,32.2,721.704,191.1065,3.576,324.8,9.01,779,-10,-10,-10,0.337,392,0.347,1884,19.97,6.321,13.35,0.053,0.039,14.12,0.099
2019-05-22 07:00:00,4322,13.53,16.41,34.58,807.1387,211.8258,3.828,330.1,9.37,779.1,-10,-10,-10,0.344,300,0.354,1884,19.97,6.37,13.6,0.093,0.039,16.1,0.13
2019-05-22 07:30:00,4323,13.61,16.55,36.55,872.3354,227.0889,4.555,329.7,9.81,779.3,-10,-10,-10,0.344,302,0.354,1884,19.96,7.791,13.69,0.072,0.039,19.2,0.09
2019-05-22 08:00:00,4324,13.61,16.65,35.97,888.9114,232.2989,4.829,333.6,12.83,779.4,-10,-10,-10,0.339,450,0.349,1884,19.96,8.09,13.69,0.068,0.039,19.51,0.085
2019-05-22 08:30:00,4325,13.61,16.9,29.63,934.7847,246.2344,4.602,335.7,12.16,779.5,1.852,186.6,1.909,0.345,295,0.356,1884,19.96,7.203,13.69,0.066,0.044,19.76,0.086
2019-05-22 09:00:00,4326,13.61,17.05,32.23,996.7025,265.6454,5.237,333.1,11.31,779.4,-10,-10,-10,0.342,325,0.353,1884,19.96,8.77,13.69,0.064,0.039,19.9,0.08
2019-05-22 09:30:00,4327,13.26,17.31,33.08,1014.243,272.8179,5.451,332.9,11.23,779.4,-10,-10,-10,0.346,286,0.357,1884,19.96,8.92,13.35,0.3,0.075,16.26,0.371
2019-05-22 10:00:00,4328,13.6,17.34,35.58,1011.259,273.6158,5.908,333.4,10.34,779.3,1.849,189.3,1.907,0.339,394,0.35,1884,19.96,9.31,13.68,0.068,0.039,19.9,0.083
2019-05-22 10:30:00,4329,13.6,17.53,28.09,995.9496,268.7083,5.786,338.5,18.48,779.3,1.849,193,1.907,0.349,239,0.36,1884,19.96,9.06,13.69,0.063,0.047,20.01,0.085
2019-05-22 11:00:00,4330,13.64,17.46,30.05,963.856,256.8057,5.334,350.7,17.19,779.3,-10,-10,-10,0.348,265,0.359,1884,19.96,9.16,13.72,0.067,0.039,20.12,0.082
2019-05-22 11:30:00,4331,13.64,17.42,25.75,940.4843,248.4794,5.479,354.1,17.38,779.3,-10,-10,-10,0.342,336,0.353,1884,19.96,8.77,13.73,0.063,0.039,20.17,0.079
2019-05-22 12:00:00,4332,13.64,17.43,27.27,884.4536,233.8804,5.404,358.8,16.35,779.3,-10,-10,-10,0.349,264,0.36,1884,19.96,10.29,13.73,0.061,0.039,20.22,0.077
2019-05-22 12:30:00,4333,13.64,17.32,27.66,802.7579,215.0234,5.47,356.7,18.4,779.2,-10,-10,-10,0.339,349,0.35,1884,19.96,9.46,13.73,0.059,0.039,20.23,0.075
2019-05-22 13:00:00,4334,13.64,17.1,26.86,731.4855,200.1452,5.534,351.3,15.66,779.3,-10,-10,-10,0.346,286,0.357,1884,19.96,8.72,13.73,0.057,0.039,20.24,0.074
2019-05-22 13:30:00,4335,13.64,17.13,26.96,629.4737,176.6561,4.917,350.1,18.33,779.3,-10,-10,-10,0.343,315,0.353,1884,19.96,9.36,13.73,0.054,0.039,20.09,0.072
2019-05-22 14:00:00,4336,13.62,16.8,31.23,523.1125,152.2941,4.595,354.5,20.44,779.3,1.853,189.5,1.908,1.854,193,1.909,1884,19.96,7.889,13.7,0.049,0.039,18.87,0.076
2019-05-22 14:30:00,4337,13.63,16.38,28.33,409.5826,124.818,4.022,6.803,16.61,779.2,1.855,195.8,1.909,0.343,317,0.353,1884,19.96,7.546,13.72,0.048,0.039,18.61,0.075
2019-05-22 15:00:00,4338,13.61,16.3,31.98,288.8599,94.43742,3.554,11.09,14.32,779.2,-10,-10,-10,0.341,429,0.351,1884,19.96,6.566,13.69,0.043,0.04,17.71,0.075
2019-05-22 15:30:00,4339,13.62,15.51,33.63,178.5061,66.23051,3.5,15.75,17.51,779.1,-10,-10,-10,0.338,374,0.347,1884,19.96,6.027,13.71,0.042,0.04,16.58,0.077
2019-05-22 16:00:00,4340,13.51,15.11,33.57,91.27433,37.92054,3.501,9.22,13.29,779.1,-10,-10,-10,0.339,366,0.348,1884,19.97,6.027,13.6,0.016,0.04,14.74,0.057
2019-05-22 16:30:00,4341,13.21,14.43,34.23,24.97116,12.12938,3.227,15.93,10.22,779.3,-10,-10,-10,0.34,446,0.349,1884,19.97,5.243,13.3,-0.03,0.045,13.53,0.017
2019-05-22 17:00:00,4342,13.01,13.99,40.17,0.4572303,2.655856,3.637,30.69,14.14,779.4,-10,-10,-10,0.34,444,0.349,1884,19.97,6.566,13.1,-0.039,0.04,7.204,0
2019-05-22 17:30:00,4343,12.93,13.93,41.23,0,2.077,4.625,43.01,10.08,779.5,-10,-10,-10,0.337,440,0.345,1884,19.97,7.154,13.02,-0.039,0.04,0.509,0
2019-05-22 18:00:00,4344,12.9,13.91,41.86,0,1.907426,4.695,42.64,7.927,779.5,-10,-10,-10,0.336,400,0.344,1884,19.97,7.448,12.98,-0.04,0.04,0.124,0
2019-05-22 18:30:00,4345,12.88,13.8,40.41,0,1.917111,3.099,37.18,12.15,779.7,-10,-10,-10,0.337,383,0.345,1884,19.97,5.439,12.96,-0.04,0.041,0.063,0
2019-05-22 19:00:00,4346,12.86,13.85,36.95,0,2.442932,2.411,38.42,11.52,779.9,-10,-10,-10,0.334,416,0.343,1884,19.97,4.263,12.95,-0.04,0.041,0.051,0
2019-05-22 19:30:00,4347,12.85,14.32,36.19,0,2.24654,3.268,31.31,9.35,780,-10,-10,-10,0.34,465,0.349,1884,19.97,5.341,12.94,-0.04,0.041,0.047,0
2019-05-22 20:00:00,4348,12.84,14.52,34.58,0,2.167925,3.461,36.06,7.452,780,1.862,201.2,1.911,1.858,245,1.908,1884,19.97,4.9,12.93,-0.04,0.041,0.045,0
2019-05-22 20:30:00,4349,12.82,14.65,34.41,0,2.126574,2.99,41.23,7.254,780,1.862,193.8,1.912,0.345,502,0.354,1884,19.97,4.459,12.91,-0.04,0.041,0.044,0
2019-05-22 21:00:00,4350,12.81,14.75,34.49,0,2.37405,2.124,50.98,8.1,780,1.862,195.7,1.911,1.859,219,1.909,1884,19.97,3.528,12.9,-0.04,0.041,0.044,0
2019-05-22 21:30:00,4351,12.81,14.55,38.91,0,2.173051,1.616,42.96,9.75,779.9,1.862,197.4,1.912,0.34,462,0.349,1884,19.97,3.136,12.89,-0.04,0.041,0.043,0
2019-05-22 22:00:00,4352,12.8,14.75,34.75,0,2.151398,2.332,20.02,9.16,779.7,1.861,190.5,1.911,1.861,193,1.911,1884,19.97,3.381,12.88,-0.04,0.041,0.043,0
2019-05-22 22:30:00,4353,12.79,15.1,33.47,0,1.530494,3.081,15.97,10.26,779.5,1.86,196.1,1.911,0.341,471,0.35,1884,19.97,5.145,12.87,-0.04,0.041,0.044,0
2019-05-22 23:00:00,4354,12.78,15.3,27.15,0,1.680021,3.343,23.91,11.99,779.2,1.86,197,1.911,0.344,467,0.354,1884,19.97,5.978,12.86,-0.04,0.041,0.044,0
2019-05-22 23:30:00,4355,12.77,15.34,27.58,0,1.583761,2.889,24.94,11.39,779.1,-10,-10,-10,0.338,374,0.347,1884,19.97,5.488,12.85,-0.04,0.041,0.045,0
2019-05-23 00:00:00,4356,12.76,15.44,30.66,0,1.493436,2.139,7.047,14.43,778.9,-10,-10,-10,0.339,368,0.349,1884,19.97,3.92,12.84,-0.04,0.041,0.046,0
2019-05-23 00:30:00,4357,12.73,15.21,29.1,0,1.784747,1.218,348.6,13.48,778.8,-10,-10,-10,0.338,429,0.347,1884,19.97,2.205,12.82,-0.045,0.046,0.047,0
2019-05-23 01:00:00,4358,12.73,15.66,22.72,0,2.04979,2.131,11.29,14.25,778.7,-10,-10,-10,0.342,316,0.352,1884,19.97,4.263,12.81,-0.04,0.041,0.047,0
2019-05-23 01:30:00,4359,12.72,15.76,22.57,0,1.631732,2.609,21.06,10.86,778.7,-10,-10,-10,0.343,309,0.353,1884,19.97,4.508,12.8,-0.04,0.041,0.048,0
2019-05-23 02:00:00,4360,12.71,15.93,21.85,0,1.535288,2.996,17.68,11.76,778.6,-10,-10,-10,0.347,275,0.357,1884,19.97,4.704,12.79,-0.04,0.041,0.054,0
2019-05-23 02:30:00,4361,12.7,15.83,22.24,0,1.373749,2.18,1.215,14.92,778.6,-10,-10,-10,0.35,255,0.36,1884,19.97,4.165,12.78,-0.04,0.041,3.008,0
2019-05-23 03:00:00,4362,12.7,15.51,21.97,12.91618,6.555528,0.99,336.8,22.95,778.6,-10,-10,-10,0.35,256,0.36,1884,19.97,2.793,12.78,-0.039,0.041,12.02,0.002
2019-05-23 03:30:00,4363,12.72,15.69,21.51,66.95589,23.152,0.533,294,44.71,778.6,-10,-10,-10,0.347,278,0.357,1884,19.98,1.96,12.8,-0.024,0.041,12.99,0.019
2019-05-23 04:00:00,4364,12.77,15.52,22.88,164.773,47.64181,1.519,218.2,27.6,778.6,-10,-10,-10,0.347,283,0.357,1884,19.98,3.234,12.85,-0.004,0.041,13.11,0.041
2019-05-23 04:30:00,4365,12.85,15.75,23.59,269.7704,75.04946,2.089,210.9,13.14,778.6,-10,-10,-10,0.342,322,0.352,1884,19.98,3.283,12.94,0.013,0.041,13.31,0.059
2019-05-23 05:00:00,4366,12.96,16.38,21.26,373.4716,102.4907,1.852,220.5,16.33,778.7,-10,-10,-10,0.344,329,0.355,1884,19.97,3.234,13.05,0.03,0.041,13.42,0.077
2019-05-23 05:30:00,4367,13.12,16.12,25.47,475.869,130.4521,2.916,216.6,7.078,778.8,1.858,200,1.91,0.338,352,0.348,1884,19.97,3.871,13.21,0.044,0.04,13.74,0.092
2019-05-23 06:00:00,4368,13.28,17.3,21.24,580.8814,158.102,2.591,237.2,21.43,778.8,-10,-10,-10,0.342,337,0.353,1884,19.97,3.871,13.36,0.055,0.04,14.07,0.101
2019-05-23 06:30:00,4369,13.42,18.3,18.47,682.4929,181.94,2.908,271.7,9.46,779,-10,-10,-10,0.339,460,0.35,1884,19.97,4.165,13.5,0.068,0.04,14.22,0.115
2019-05-23 07:00:00,4370,13.56,18.68,21.08,779.709,205.5974,3.843,271.4,7.662,779,-10,-10,-10,0.338,394,0.349,1884,19.96,6.027,13.64,0.079,0.04,16.68,0.113
