TOA5,CR1000,CR1000,29101,CR1000.Std.32.03,CPU:Mzaar_MTO_2018_2019_modif2_200219.cr1,38694,Table_MTO_MZAAR,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,BattV_Avg,TA_Avg,RH,SW_IN_Avg,SW_OUT_Avg,WS,WD,WD_std,PA_Avg,Raw_Ds_Avg,Q_Avg,T_Corr_Ds_Avg,Raw_Ds,Q,T_Corr_Ds,Geo_Hz_Avg,Geo_cm_Avg,WS_Max,CH200_M0_Avg(1),CH200_M0_Avg(2),CH200_M0_Avg(3),CH200_M0_Avg(4),CH200_M0_Avg(5)
TS,RN,Volts,C,%,,,m/s,Degrees,Deg,,,,,,,,,,m/s,,,,,
,,Avg,Avg,Smp,Avg,Avg,WVc,WVc,WVc,Avg,Avg,Avg,Avg,Smp,Smp,Smp,Avg,Avg,Max,Avg,Avg,Avg,Avg,Avg
2019-07-31 14:30:00,7697,13.48,21.02,21.43,424.4349,156.2994,6.555,303,16.31,772.2,-10,-10,-10,0.348,270,0.361,1884,19.98,11.32,13.56,0.027,0.031,15.93,0.057
2019-07-31 15:00:00,7698,13.47,20.79,22.86,307.5353,128.5606,6.175,298.5,16.21,772.2,-10,-10,-10,0.345,293,0.358,1884,19.98,9.95,13.55,0.027,0.031,16.52,0.053
2019-07-31 15:30:00,7699,13.41,20.61,23.11,199.8999,102.63,5.87,306.8,15.38,772.2,-10,-10,-10,0.345,277,0.358,1884,19.98,10.44,13.48,0.016,0.031,14.99,0.047
2019-07-31 16:00:00,7700,13.3,20.19,22.39,116.1203,75.562,6.165,313.7,9.78,772.3,-10,-10,-10,0.346,272,0.358,1885,19.98,9.9,13.39,0.004,0.031,14.23,0.037
2019-07-31 16:30:00,7701,13.13,19.67,22.35,44.04042,39.64229,6.556,312.5,11.67,772.4,-10,-10,-10,0.35,254,0.362,1885,19.98,10.88,13.23,-0.016,0.036,13.63,0.022
2019-07-31 17:00:00,7702,12.99,19.09,23.44,2.338065,5.691394,6.975,312.5,9.28,772.4,-10,-10,-10,0.348,249,0.36,1885,19.98,10.63,13.08,-0.029,0.031,10.4,0.002
2019-07-31 17:30:00,7703,12.91,18.71,24.37,0,1.70943,7.06,310.5,10.52,772.6,-10,-10,-10,0.348,248,0.36,1885,19.98,11.32,12.99,-0.03,0.031,1.192,0
2019-07-31 18:00:00,7704,12.88,18.61,24.06,0,1.610364,7.252,313.1,8.13,772.8,-10,-10,-10,0.346,266,0.358,1885,19.98,10.93,12.96,-0.03,0.031,0.161,0
2019-07-31 18:30:00,7705,12.86,18.48,25.63,0,1.553483,7.2,312.7,7.791,773,-10,-10,-10,0.347,256,0.358,1885,19.98,10.44,12.94,-0.03,0.031,0.061,0
2019-07-31 19:00:00,7706,12.85,18.29,28.23,0,1.503551,6.728,312,8.52,773,-10,-10,-10,0.349,257,0.36,1885,19.99,11.37,12.93,-0.03,0.031,0.049,0
2019-07-31 19:30:00,7707,12.83,18.31,28.93,0,1.655644,5.884,310.9,9.78,773.1,-10,-10,-10,0.345,272,0.356,1885,19.99,8.48,12.91,-0.03,0.031,0.046,0
2019-07-31 20:00:00,7708,12.82,18.25,28.81,0,1.72047,4.99,307.6,11.98,773.1,-10,-10,-10,0.346,267,0.357,1885,19.99,8.53,12.9,-0.03,0.031,0.044,0
2019-07-31 20:30:00,7709,12.81,18.25,31.02,0,1.730031,4.482,306.2,11.62,772.9,-10,-10,-10,0.35,252,0.361,1885,19.99,6.566,12.89,-0.03,0.031,0.043,0
2019-07-31 21:00:00,7710,12.81,18.07,33.18,0,1.788996,4.293,304.8,12.65,772.7,-10,-10,-10,0.349,258,0.36,1885,19.99,6.958,12.89,-0.03,0.031,0.043,0
2019-07-31 21:30:00,7711,12.8,17.86,31.32,0,1.792355,4.141,295.2,12.05,772.5,-10,-10,-10,0.35,254,0.361,1885,19.99,6.174,12.88,-0.03,0.031,0.043,0
2019-07-31 22:00:00,7712,12.79,18.1,33.86,0,1.7132,4.175,296.8,12.94,772.3,-10,-10,-10,0.35,252,0.361,1885,19.99,6.125,12.87,-0.03,0.031,0.043,0
2019-07-31 22:30:00,7713,12.78,18.06,34.13,0,1.588207,4.535,290,7.336,772.2,-10,-10,-10,0.349,257,0.36,1885,19.99,5.929,12.86,-0.03,0.031,0.043,0
2019-07-31 23:00:00,7714,12.77,17.37,36.41,0,1.463681,3.808,286.8,8.74,772.2,-10,-10,-10,0.35,254,0.361,1885,19.99,5.047,12.85,-0.03,0.031,0.042,0
2019-07-31 23:30:00,7715,12.76,17.08,36.67,0,1.576668,3.987,284.7,6.843,772,-10,-10,-10,0.35,256,0.361,1885,19.99,5.488,12.84,-0.031,0.031,0.043,0
2019-08-01 00:00:00,7716,12.76,17.21,36.99,0,1.643834,4.183,289.9,5.706,772,-10,-10,-10,0.35,256,0.361,1885,19.99,5.537,12.83,-0.031,0.031,0.043,0
2019-08-01 00:30:00,7717,12.71,17.11,37.3,0,1.601842,4.249,291.7,6.301,772,-10,-10,-10,0.35,256,0.361,1885,19.99,5.439,12.8,-0.044,0.045,0.042,0
2019-08-01 01:00:00,7718,12.72,16.88,38.26,0,1.575693,3.979,290.6,8.55,771.9,-10,-10,-10,0.346,291,0.357,1885,19.99,5.537,12.79,-0.04,0.041,0.042,0
2019-08-01 01:30:00,7719,12.7,16.61,39.04,0,1.363383,3.913,281.3,7.189,772,-10,-10,-10,0.343,315,0.353,1885,19.99,5.145,12.78,-0.04,0.041,0.042,0
2019-08-01 02:00:00,7720,12.69,16.89,36.2,0,1.543077,3.811,277.9,8.16,772,-10,-10,-10,0.347,283,0.358,1885,19.99,5.145,12.77,-0.04,0.041,0.042,0
2019-08-01 02:30:00,7721,12.68,16.97,36.41,0,1.594767,3.528,282.9,6.203,772.1,-10,-10,-10,0.347,281,0.358,1885,19.99,4.41,12.76,-0.04,0.041,0.413,0
2019-08-01 03:00:00,7722,12.67,16.6,39.48,2.803514,4.189572,3.493,278.5,7.485,772.2,-10,-10,-10,0.345,298,0.355,1885,19.99,4.9,12.76,-0.04,0.041,9.05,0
2019-08-01 03:30:00,7723,12.68,17.06,36.37,61.76703,31.76131,4.084,272.6,10.95,772.3,-10,-10,-10,0.35,254,0.361,1885,19.99,5.929,12.76,-0.031,0.041,12.98,0.011
2019-08-01 04:00:00,7724,12.71,17.89,36.47,167.5454,57.7171,3.988,291.9,9.13,772.3,-10,-10,-10,0.344,283,0.355,1885,19.99,5.831,12.79,-0.016,0.041,13.14,0.027
2019-08-01 04:30:00,7725,12.75,18.12,34.9,277.5608,74.55085,3.623,297.8,13.47,772.4,-10,-10,-10,0.349,261,0.361,1885,19.99,5.586,12.83,-0.006,0.041,13.34,0.038
2019-08-01 05:00:00,7726,12.8,18.67,30.67,392.2558,104.1596,3.804,292.6,10.95,772.4,-10,-10,-10,0.344,283,0.356,1885,19.99,5.586,12.88,0.005,0.038,13.3,0.046
2019-08-01 05:30:00,7727,12.88,19.53,27.18,504.7931,139.9149,4,303.3,14.58,772.4,-10,-10,-10,0.344,330,0.356,1885,19.99,7.154,12.96,0.017,0.031,13.45,0.052
2019-08-01 06:00:00,7728,12.95,19.86,28.08,613.5937,168.3314,5.047,305.6,15.34,772.4,-10,-10,-10,0.348,249,0.361,1885,19.99,9.55,13.04,0.02,0.031,13.54,0.055
2019-08-01 06:30:00,7729,13.02,20.04,29.62,713.2664,192.8583,5.829,306.9,14.57,772.5,-10,-10,-10,0.345,278,0.357,1885,19.98,9.6,13.1,0.023,0.031,13.48,0.059
2019-08-01 07:00:00,7730,13.16,20,30.16,802.0215,215.131,6.168,291.8,13.67,772.7,-10,-10,-10,0.344,286,0.356,1885,19.98,9.6,13.25,0.057,0.031,13.85,0.094
2019-08-01 07:30:00,7731,13.49,20.15,31.96,872.5421,233.6638,5.998,298.7,17.48,772.9,-10,-10,-10,0.347,284,0.36,1884,19.98,11.52,13.56,0.121,0.03,15.63,0.149
2019-08-01 08:00:00,7732,13.59,20.72,30.79,929.7708,250.9144,5.392,304.4,17.32,772.9,-10,-10,-10,0.346,274,0.359,1884,19.98,9.31,13.66,0.094,0.03,18.74,0.103
2019-08-01 08:30:00,7733,13.58,20.58,33.25,976.6507,269.3356,7.062,289,14.33,772.8,-10,-10,-10,0.345,277,0.358,1884,19.98,11.52,13.66,0.074,0.035,19.23,0.088
2019-08-01 09:00:00,7734,13.58,20.57,34.84,1002.876,281.8543,7.747,289.2,15.08,772.7,-10,-10,-10,0.341,334,0.354,1884,19.97,12.3,13.66,0.064,0.03,19.33,0.075
2019-08-01 09:30:00,7735,13.22,20.87,35.14,1012.004,289.1332,6.761,285.6,14.98,772.7,-10,-10,-10,0.346,276,0.359,1884,19.98,11.27,13.3,0.301,0.065,15.97,0.362
2019-08-01 10:00:00,7736,13.55,21.25,36.56,1005.378,288.827,5.242,293.1,16.56,772.7,-10,-10,-10,0.346,279,0.359,1884,19.97,10,13.62,0.061,0.03,19,0.074
2019-08-01 10:30:00,7737,13.56,21,40.4,996.0029,288.0739,6.609,289.1,13.57,772.5,-10,-10,-10,0.343,322,0.356,1884,19.97,10.54,13.64,0.059,0.033,19.18,0.074
2019-08-01 11:00:00,7738,13.58,21.08,34.62,972.2048,280.0289,7.363,283.3,9.8,772.4,1.837,191.7,1.907,1.839,203,1.909,1884,19.97,11.07,13.66,0.055,0.03,19.26,0.068
2019-08-01 11:30:00,7739,13.59,21.4,34.88,936.4972,265.7472,6.881,285.3,13.02,772.3,1.835,189,1.904,0.347,269,0.36,1884,19.97,14.11,13.67,0.054,0.03,19.3,0.067
2019-08-01 12:00:00,7740,13.61,21.15,30.78,888.6664,251.9248,7.295,289.4,15.67,772.2,-10,-10,-10,0.346,286,0.359,1884,19.97,12.3,13.69,0.053,0.03,19.63,0.065
2019-08-01 12:30:00,7741,13.61,21.32,28.25,826.9671,239.3322,6.974,291.4,15.39,772.2,-10,-10,-10,0.348,252,0.361,1884,19.97,13.23,13.69,0.05,0.03,19.46,0.064
2019-08-01 13:00:00,7742,13.61,21.33,21.25,747.8597,224.8006,7.738,292.9,15.09,772.1,-10,-10,-10,0.345,278,0.358,1884,19.97,13.82,13.69,0.049,0.03,19.46,0.063
2019-08-01 13:30:00,7743,13.61,21.17,27.14,649.1877,206.1372,7.76,289.4,15.77,772.1,-10,-10,-10,0.351,223,0.364,1884,19.98,13.23,13.69,0.047,0.03,19.56,0.061
2019-08-01 14:00:00,7744,13.6,21.06,19.65,538.7779,183.3294,6.99,297.5,19.21,772,-10,-10,-10,0.349,242,0.362,1884,19.97,13.87,13.68,0.043,0.03,18.12,0.067
2019-08-01 14:30:00,7745,13.55,21.06,19.95,427.0072,158.7187,8.15,297.6,16.96,771.7,-10,-10,-10,0.347,260,0.36,1884,19.98,14.7,13.63,0.032,0.03,17.43,0.057
2019-08-01 15:00:00,7746,13.49,20.97,16.97,311.3506,131.7943,8.61,291,14.63,771.5,-10,-10,-10,0.347,278,0.36,1885,19.98,14.65,13.56,0.023,0.03,15.78,0.053
2019-08-01 15:30:00,7747,13.42,20.93,10.08,203.7023,106.625,6.772,293.7,14.9,771.6,-10,-10,-10,0.346,288,0.359,1885,19.98,12.89,13.5,0.016,0.031,14.94,0.047
2019-08-01 16:00:00,7748,13.3,20.07,6.654,122.2323,83.15276,6.064,291.7,13.07,771.6,-10,-10,-10,0.346,282,0.358,1885,19.98,9.7,13.39,0.001,0.031,14.13,0.034
2019-08-01 16:30:00,7749,13.12,19.42,5.08,49.01407,51.07545,5.208,290,11.39,771.6,-10,-10,-10,0.349,262,0.361,1885,19.98,9.41,13.23,-0.018,0.036,13.57,0.02
2019-08-01 17:00:00,7750,12.97,18.64,7.234,2.182352,7.896338,5.222,293.6,12.53,771.7,-10,-10,-10,0.35,253,0.361,1885,19.99,8.62,13.06,-0.033,0.036,10.23,0.002
2019-08-01 17:30:00,7751,12.89,17.74,6.668,0,2.362048,4.664,292.7,11.12,771.8,-10,-10,-10,0.35,253,0.361,1885,19.99,7.693,12.98,-0.035,0.036,1.153,0
2019-08-01 18:00:00,7752,12.85,17.34,7.916,0,2.382062,3.836,294.7,12.73,771.9,-10,-10,-10,0.35,252,0.361,1885,19.99,5.88,12.94,-0.033,0.034,0.163,0
2019-08-01 18:30:00,7753,12.83,16.88,7.133,0,2.385955,3.794,294.2,9.68,772.1,-10,-10,-10,0.35,253,0.361,1885,19.99,5.586,12.91,-0.039,0.04,0.063,0
2019-08-01 19:00:00,7754,12.81,16.74,8.74,0,2.414196,3.526,290.8,7.728,772.2,-10,-10,-10,0.35,255,0.36,1885,19.99,4.851,12.89,-0.04,0.041,0.049,0
2019-08-01 19:30:00,7755,12.8,16.18,14.61,0,2.191684,3.635,292.1,7.67,772.2,-10,-10,-10,0.347,281,0.357,1885,19.99,4.753,12.88,-0.036,0.037,0.045,0
2019-08-01 20:00:00,7756,12.79,15.6,17.9,0,2.36213,4.127,310,8.15,772.2,-10,-10,-10,0.348,293,0.358,1885,19.99,5.537,12.87,-0.04,0.04,0.043,0
2019-08-01 20:30:00,7757,12.77,15.44,18.7,0,2.173649,3.698,307.1,10.95,772.2,-10,-10,-10,0.346,310,0.356,1885,19.99,5.39,12.85,-0.04,0.04,0.043,0
2019-08-01 21:00:00,7758,12.76,15.44,18.1,0,2.260496,3.67,286.5,9.72,772.3,-10,-10,-10,0.345,317,0.355,1885,19.99,4.9,12.84,-0.04,0.041,0.043,0
2019-08-01 21:30:00,7759,12.75,15.74,17.56,0,2.149075,3.728,285.7,8.59,772.3,-10,-10,-10,0.344,325,0.354,1885,19.99,4.998,12.83,-0.04,0.041,0.042,0
2019-08-01 22:00:00,7760,12.74,15.75,16.13,0,2.170043,2.934,290,10.89,772.3,-10,-10,-10,0.344,327,0.354,1885,19.99,4.9,12.82,-0.04,0.041,0.042,0
2019-08-01 22:30:00,7761,12.73,15.74,21.3,0,2.359936,2.381,296.2,12.71,772.2,-10,-10,-10,0.347,305,0.357,1885,19.99,4.263,12.81,-0.04,0.041,0.042,0
2019-08-01 23:00:00,7762,12.72,15.76,21.71,0,2.326885,2.313,286.9,11.03,772.1,-10,-10,-10,0.346,309,0.356,1885,19.99,3.626,12.8,-0.04,0.041,0.042,0
2019-08-01 23:30:00,7763,12.71,15.92,18,0,2.373055,2.12,289.1,15.42,772,-10,-10,-10,0.344,325,0.354,1885,19.99,3.577,12.79,-0.04,0.041,0.042,0
2019-08-02 00:00:00,7764,12.69,15.98,21.58,0,2.8214,1.383,315,19.6,772,-10,-10,-10,0.348,296,0.358,1885,19.99,3.185,12.78,-0.04,0.041,0.042,0
2019-08-02 00:30:00,7765,12.68,15.98,23.66,0,2.340615,2.112,353.3,22.35,771.9,-10,-10,-10,0.347,296,0.357,1885,19.99,4.949,12.76,-0.037,0.038,0.042,0
2019-08-02 01:00:00,7766,12.69,15.81,22.6,0,2.181118,2.267,353.8,21.64,771.8,-10,-10,-10,0.347,303,0.357,1885,19.99,4.9,12.77,-0.031,0.032,0.042,0
2019-08-02 01:30:00,7767,12.68,15.76,31.56,0,1.913116,2.599,4.124,18.34,771.7,-10,-10,-10,0.343,334,0.353,1885,19.99,5.537,12.76,-0.031,0.032,0.042,0
2019-08-02 02:00:00,7768,12.67,15.36,21.91,0,1.775186,2.72,20.96,15.68,771.7,-10,-10,-10,0.344,326,0.354,1885,19.99,5.684,12.75,-0.035,0.036,0.042,0
2019-08-02 02:30:00,7769,12.65,15.39,23.09,0,1.961268,2.211,24.23,16.47,771.6,-10,-10,-10,0.348,297,0.358,1885,19.99,5.488,12.73,-0.04,0.041,0.325,0
2019-08-02 03:00:00,7770,12.64,15.29,22.96,2.980778,6.30894,2.021,27.41,21.25,771.6,-10,-10,-10,0.336,400,0.345,1885,20,4.508,12.73,-0.04,0.041,8.78,0
2019-08-02 03:30:00,7771,12.65,16.14,20.06,72.23729,40.2757,1.685,30.86,22.49,771.6,-10,-10,-10,0.337,390,0.347,1885,20,3.724,12.74,-0.03,0.041,12.96,0.012
2019-08-02 04:00:00,7772,12.71,16.59,20.79,180.3889,64.62952,1.89,40.44,18.67,771.8,-10,-10,-10,0.341,446,0.351,1885,20,4.165,12.79,-0.008,0.033,13.22,0.028
2019-08-02 04:30:00,7773,12.77,16.98,20.19,286.8985,76.11141,1.708,49.53,23.21,771.9,-10,-10,-10,0.337,450,0.348,1885,20,3.969,12.85,0.003,0.031,13.13,0.038
2019-08-02 05:00:00,7774,12.83,17.41,20.75,400.6339,104.3105,1.403,51.49,19.73,772,-10,-10,-10,0.346,294,0.357,1885,20,3.283,12.91,0.01,0.031,13.37,0.045
2019-08-02 05:30:00,7775,12.9,17.58,19.78,516.1826,142.3174,2.125,28.35,20.41,772,-10,-10,-10,0.349,261,0.36,1885,19.99,3.92,12.98,0.015,0.031,13.4,0.05
2019-08-02 06:00:00,7776,12.95,18.04,17.45,623.936,170.1428,1.799,39.68,25.75,772,-10,-10,-10,0.341,355,0.352,1885,19.99,3.332,13.04,0.017,0.031,13.48,0.052
2019-08-02 06:30:00,7777,13,18.34,19.58,720.1818,191.6544,1.706,67.33,25.28,772.1,-10,-10,-10,0.346,278,0.358,1885,19.98,3.822,13.09,0.019,0.031,13.56,0.054
2019-08-02 07:00:00,7778,13.14,19.08,20.16,810.1125,213.1605,1.585,38.11,30.71,772.2,-10,-10,-10,0.344,284,0.356,1885,19.98,3.724,13.23,0.055,0.031,13.96,0.091
2019-08-02 07:30:00,7779,13.46,19.04,20.9,880.6118,232.7674,1.845,27.25,26.88,772.4,-10,-10,-10,0.347,287,0.359,1885,19.98,4.018,13.53,0.108,0.03,15.94,0.136
2019-08-02 08:00:00,7780,13.51,19.35,19.2,938.085,251.039,1.825,10.44,25.27,772.5,-10,-10,-10,0.348,251,0.36,1884,19.98,4.165,13.59,0.082,0.03,19.13,0.09
2019-08-02 08:30:00,7781,13.51,19.41,34.59,982.6819,269.0893,2.449,10.83,16.81,772.6,-10,-10,-10,0.345,279,0.357,1884,19.98,4.459,13.59,0.069,0.036,19.49,0.082
2019-08-02 09:00:00,7782,13.51,19.41,33.73,1010.793,282.5591,2.644,359.4,18.99,772.7,-10,-10,-10,0.348,252,0.36,1884,19.98,4.41,13.59,0.06,0.031,19.64,0.071
2019-08-02 09:30:00,7783,13.21,19.49,51.63,1026.948,291.8737,2.976,349,17.3,772.7,-10,-10,-10,0.342,324,0.354,1884,19.98,4.949,13.3,0.29,0.066,16.17,0.355
2019-08-02 10:00:00,7784,13.53,19.64,46.63,1028.156,294.6588,2.665,337.3,19.88,772.8,-10,-10,-10,0.347,284,0.359,1884,19.98,5.88,13.61,0.066,0.031,19.41,0.077
2019-08-02 10:30:00,7785,13.55,19.42,51.05,1017.76,293.507,3.181,358.1,16.69,772.7,1.842,192.5,1.907,0.35,261,0.362,1884,19.98,5.88,13.62,0.056,0.034,19.6,0.07
2019-08-02 11:00:00,7786,13.58,19.43,42.62,993.437,284.8027,2.656,11.6,23.69,772.8,-10,-10,-10,0.345,299,0.357,1884,19.98,5.194,13.66,0.059,0.031,19.61,0.07
2019-08-02 11:30:00,7787,13.59,19.27,47.18,962.9138,271.8338,2.76,4.453,18.76,772.7,1.842,188.7,1.907,0.346,293,0.358,1884,19.98,4.949,13.67,0.055,0.031,19.6,0.067
2019-08-02 12:00:00,7788,13.61,19.4,41.13,913.2488,258.1255,2.669,7.19,21.5,772.7,-10,-10,-10,0.347,282,0.359,1884,19.98,5.488,13.69,0.052,0.031,19.63,0.065
2019-08-02 12:30:00,7789,13.64,18.85,49.07,849.4645,244.1343,2.805,357.5,18,772.6,-10,-10,-10,0.347,288,0.359,1884,19.98,4.655,13.72,0.056,0.031,19.62,0.069
2019-08-02 13:00:00,7790,13.64,18.6,61.97,771.1771,229.5003,2.895,7.687,18.59,772.5,1.847,187.2,1.908,1.848,180,1.91,1884,19.98,4.998,13.72,0.051,0.031,19.76,0.064
2019-08-02 13:30:00,7791,13.64,18.37,71.03,665.4338,207.8258,3.161,359.8,15.43,772.5,1.848,189.8,1.909,1.854,196,1.912,1884,19.98,5.39,13.72,0.049,0.031,19.81,0.062
2019-08-02 14:00:00,7792,13.57,17.27,33.17,542.0455,180.9065,2.866,8.56,18.31,772.5,1.851,188.8,1.908,1.849,193,1.907,1884,19.98,5.096,13.66,0.029,0.031,18.28,0.054
2019-08-02 14:30:00,7793,13.43,17.95,29.93,433.6552,158.4564,2.016,19.81,23.05,772.5,1.852,186.8,1.912,0.346,289,0.357,1885,19.98,3.969,13.5,0.016,0.031,16.49,0.046
2019-08-02 15:00:00,7794,13.39,18.42,33.67,309.3821,129.2772,1.768,21.31,30.97,772.4,-10,-10,-10,0.344,283,0.356,1884,19.98,3.43,13.47,0.017,0.031,15.58,0.047
2019-08-02 15:30:00,7795,13.32,18,24.73,200.6803,105.2224,2.257,20.14,17.47,772.3,-10,-10,-10,0.348,253,0.359,1885,19.98,4.312,13.4,0.008,0.031,14.76,0.04
2019-08-02 16:00:00,7796,13.22,17.61,26.26,114.3124,78.3422,1.569,21.6,18.82,772.2,-10,-10,-10,0.345,276,0.356,1885,19.98,3.332,13.31,-0.002,0.031,13.87,0.032
2019-08-02 16:30:00,7797,13.07,17.03,27.75,40.96072,44.07592,2.104,9.61,13.08,772.1,-10,-10,-10,0.35,252,0.361,1885,19.98,3.822,13.17,-0.019,0.036,13.53,0.019
2019-08-02 17:00:00,7798,12.96,15.86,25.45,0.7334287,6.775744,1.523,26.95,16.4,772.1,-10,-10,-10,0.35,253,0.36,1885,19.99,3.136,13.04,-0.03,0.032,9.78,0.002
2019-08-02 17:30:00,7799,12.89,15.39,20.94,0,4.265831,0.861,44.27,17.1,772.1,-10,-10,-10,0.35,252,0.36,1885,19.99,2.695,12.97,-0.031,0.032,0.981,0
2019-08-02 18:00:00,7800,12.86,15.37,24.05,0,4.545484,0.781,67.76,22.42,772.1,-10,-10,-10,0.35,250,0.36,1885,19.99,2.45,12.94,-0.031,0.032,0.161,0
2019-08-02 18:30:00,7801,12.84,15.59,26.26,0,3.988374,1.79,90.3,18.49,772.3,-10,-10,-10,0.35,252,0.36,1885,20,3.43,12.92,-0.031,0.032,0.068,0
2019-08-02 19:00:00,7802,12.83,15.5,27.04,0,3.347204,1.448,106.5,18.01,772.3,-10,-10,-10,0.351,248,0.361,1885,20,3.283,12.91,-0.031,0.032,0.052,0
2019-08-02 19:30:00,7803,12.81,15.46,27.51,0,3.362473,1.131,93.9,18.03,772.3,-10,-10,-10,0.35,253,0.36,1885,20,2.94,12.89,-0.031,0.032,0.048,0
2019-08-02 20:00:00,7804,12.8,15.42,24.71,0,3.732151,0.631,74.77,17.56,772.2,-10,-10,-10,0.35,253,0.36,1885,20,2.205,12.88,-0.031,0.032,0.045,0
2019-08-02 20:30:00,7805,12.79,15.24,26.93,0,3.815912,0.208,77.78,7.476,772.1,-10,-10,-10,0.35,253,0.359,1885,20,1.568,12.87,-0.031,0.032,0.043,0
2019-08-02 21:00:00,7806,12.78,14.77,31.22,0,3.992561,0.172,209.2,5.448,772,-10,-10,-10,0.347,280,0.356,1885,20,1.519,12.86,-0.031,0.032,0.043,0
2019-08-02 21:30:00,7807,12.77,14.41,31.6,0,3.619938,0.151,193,16.71,771.8,-10,-10,-10,0.346,288,0.355,1885,20,1.666,12.85,-0.031,0.032,0.043,0
2019-08-02 22:00:00,7808,12.76,15.05,22.26,0,3.897543,0.553,144,21.94,771.6,-10,-10,-10,0.347,282,0.357,1885,20,2.695,12.84,-0.031,0.032,0.043,0
2019-08-02 22:30:00,7809,12.75,15.46,18.78,0,2.985672,1.078,156.9,22.76,771.4,-10,-10,-10,0.35,250,0.36,1885,20,3.773,12.83,-0.031,0.032,0.042,0
2019-08-02 23:00:00,7810,12.74,15.56,18.63,0,2.733738,0.802,153.8,32.55,771.2,-10,-10,-10,0.35,250,0.36,1885,20,4.116,12.82,-0.031,0.032,0.042,0
2019-08-02 23:30:00,7811,12.73,15.25,17.68,0,2.905309,0.521,140.2,27.57,771,-10,-10,-10,0.35,252,0.36,1885,20,2.401,12.81,-0.031,0.032,0.042,0
2019-08-03 00:00:00,7812,12.72,15.23,17.87,0,3.261004,0.357,111.7,29.86,770.8,-10,-10,-10,0.35,253,0.36,1885,20,2.646,12.8,-0.031,0.032,0.042,0
2019-08-03 00:30:00,7813,12.7,14.72,17.46,0,2.881747,0.649,204.9,15.37,770.6,-10,-10,-10,0.35,252,0.36,1885,20,2.646,12.78,-0.036,0.037,0.042,0
2019-08-03 01:00:00,7814,12.7,14.88,18.05,0,2.645248,0.66,194.1,34.58,770.4,-10,-10,-10,0.35,252,0.359,1885,20,2.646,12.78,-0.031,0.032,0.042,0
2019-08-03 01:30:00,7815,12.69,15.11,18.33,0,3.003336,0.561,108.7,40.66,770.4,-10,-10,-10,0.35,252,0.359,1885,20,2.94,12.77,-0.031,0.032,0.042,0
2019-08-03 02:00:00,7816,12.68,14.69,23.53,0,2.401196,1.192,157.9,30.87,770.4,-10,-10,-10,0.35,252,0.359,1885,20,2.695,12.76,-0.031,0.032,0.042,0
2019-08-03 02:30:00,7817,12.67,14.62,24.27,0,2.49715,0.803,143.9,39.79,770.4,-10,-10,-10,0.35,251,0.359,1885,20,2.989,12.75,-0.031,0.032,0.255,0
2019-08-03 03:00:00,7818,12.66,14.58,24.09,2.334941,4.483352,1.075,148.8,23.1,770.4,-10,-10,-10,0.35,252,0.359,1885,20,2.793,12.74,-0.031,0.032,8.36,0
2019-08-03 03:30:00,7819,12.67,14.98,23.12,62.09354,33.06384,1.27,174.1,16.94,770.4,-10,-10,-10,0.352,233,0.362,1885,20,2.205,12.75,-0.023,0.032,13.02,0.01
2019-08-03 04:00:00,7820,12.71,15.68,26.59,165.0108,59.84573,1.499,166.8,24.69,770.5,-10,-10,-10,0.349,254,0.359,1885,20,2.842,12.79,-0.008,0.032,13.23,0.027
2019-08-03 04:30:00,7821,12.77,16.44,24.28,269.9803,72.05251,1.481,153,18.27,770.7,-10,-10,-10,0.344,282,0.354,1885,20,2.891,12.84,0.002,0.032,13.17,0.038
2019-08-03 05:00:00,7822,12.83,16.99,19.63,386.1124,101.5757,2.08,140.6,18.47,770.8,-10,-10,-10,0.346,263,0.357,1885,19.99,4.361,12.91,0.01,0.032,13.23,0.046
2019-08-03 05:30:00,7823,12.9,17.72,22.52,498.1636,137.2537,1.697,127.4,23.76,770.9,-10,-10,-10,0.345,276,0.356,1885,19.99,3.626,12.98,0.016,0.032,13.42,0.052
2019-08-03 06:00:00,7824,12.97,18.19,22.28,600.3087,161.7145,1.76,116.3,27.16,771.1,-10,-10,-10,0.346,291,0.357,1885,19.99,4.165,13.06,0.02,0.032,13.56,0.056
2019-08-03 06:30:00,7825,13.04,18.07,24.5,695.1967,184.7954,2.972,100.9,16.8,771.2,-10,-10,-10,0.346,292,0.357,1885,19.98,5.488,13.13,0.023,0.031,13.49,0.06
2019-08-03 07:00:00,7826,13.2,18.57,26.04,783.0577,206.1446,2.793,94.5,12.14,771.2,1.848,185.4,1.91,0.339,435,0.35,1885,19.98,5.047,13.28,0.058,0.031,13.98,0.095
2019-08-03 07:30:00,7827,13.5,18.98,29.73,854.1912,224.2336,2.801,94.9,17.6,771.3,1.848,185.8,1.911,0.346,292,0.358,1885,19.98,4.949,13.57,0.106,0.033,16.32,0.133
2019-08-03 08:00:00,7828,13.55,19.01,36.65,908.9629,241.3679,2.89,95.2,17.49,771.4,-10,-10,-10,0.348,249,0.36,1884,19.98,4.753,13.62,0.078,0.039,19.14,0.095
2019-08-03 08:30:00,7829,13.54,19,41.96,948.9034,256.0444,2.842,96.5,13.34,771.4,-10,-10,-10,0.34,435,0.352,1884,19.98,4.9,13.62,0.064,0.044,19.44,0.086
