TOA5,38694,Table_MTO_MZAAR,
TIMESTAMP,SW_OUT_Avg,WS,WD
TS,,m/s,Degrees
,Avg,WVc,WVc
2019-03-09 13:30:00,361.4496,1.479,171.4
2019-03-09 14:00:00,302.8053,1.281,141.9
2019-03-09 14:30:00,227.3008,2.649,187.2
2019-03-09 15:00:00,155.7372,3.28,195.6
2019-03-09 15:30:00,80.78051,3.9,198.1
2019-03-09 16:00:00,11.98865,3.555,210.2
2019-03-09 16:30:00,1.492876,3.032,225.5
2019-03-09 17:00:00,0.9845893,4.118,231.4
2019-03-09 17:30:00,0.827671,4.818,233.4
2019-03-09 18:00:00,0.7130152,4.981,237.9
2019-03-09 18:30:00,0.7435682,5.501,238.1
2019-03-09 19:00:00,0.6010407,5.703,246.1
2019-03-09 19:30:00,0.4089369,5.807,243.9
2019-03-09 20:00:00,0.5277699,5.303,244.4
2019-03-09 20:30:00,0.6427121,4.384,236.9
2019-03-09 21:00:00,0.8723182,3.55,232
2019-03-09 21:30:00,0.7332358,4.312,248.8
2019-03-09 22:00:00,0.9808468,3.65,265
2019-03-09 22:30:00,0.8595884,3.26,275.6
2019-03-09 23:00:00,0.8167848,3.292,294.9
2019-03-09 23:30:00,1.391678,2.027,315.7
2019-03-10 00:00:00,1.443694,2.55,347.1
2019-03-10 00:30:00,1.268337,2.516,342.5
2019-03-10 01:00:00,1.099986,2.718,351.5
2019-03-10 01:30:00,1.207525,3.071,347.1
2019-03-10 02:00:00,1.218697,2.514,345.3
2019-03-10 02:30:00,1.239276,2.566,341.2
2019-03-10 03:00:00,1.11685,2.327,335.1
2019-03-10 03:30:00,1.280127,1.952,326.2
2019-03-10 04:00:00,3.395766,2.419,343.1
2019-03-10 04:30:00,23.48483,3.19,331.2
2019-03-10 05:00:00,69.65296,3.673,339.6
2019-03-10 05:30:00,133.8902,3.303,341.9
2019-03-10 06:00:00,196.7835,3.334,337.3
2019-03-10 06:30:00,246.1068,2.938,330.9
2019-03-10 07:00:00,321.3023,3.324,332.5
2019-03-10 07:30:00,378.459,3.518,321.1
2019-03-10 08:00:00,429.0302,3.4,311.7
2019-03-10 08:30:00,472.1966,4.125,314.4
2019-03-10 09:00:00,516.1326,4.863,306.1
2019-03-10 09:30:00,531.7036,4.551,305.3
2019-03-10 10:00:00,553.421,4.856,301.2
2019-03-10 10:30:00,495.2982,4.226,309.8
2019-03-10 11:00:00,501.8672,3.913,308.5
2019-03-10 11:30:00,469.7969,3.879,302.6
2019-03-10 12:00:00,525.6773,4.499,298.6
2019-03-10 12:30:00,483.4886,4.279,302.8
2019-03-10 13:00:00,437.3816,4.194,297.8
2019-03-10 13:30:00,376.9214,5.014,302.8
2019-03-10 14:00:00,305.3773,4.582,306.7
2019-03-10 14:30:00,228.6142,4.806,295.3
2019-03-10 15:00:00,147.5551,4.489,287.6
2019-03-10 15:30:00,64.72731,4.183,285.9
2019-03-10 16:00:00,9.607248,4.184,288.5
2019-03-10 16:30:00,1.408418,4.763,298.5
2019-03-10 17:00:00,1.401521,3.865,305.8
2019-03-10 17:30:00,1.804763,1.751,295.6
2019-03-10 18:00:00,1.998776,1.473,308.2
2019-03-10 18:30:00,2.389363,0.723,316.7
2019-03-10 19:00:00,2.286551,1.107,344
2019-03-10 19:30:00,1.565812,1.916,4.467
2019-03-10 20:00:00,1.669406,0.567,91.3
2019-03-10 20:30:00,2.134559,2.537,30.84
2019-03-10 21:00:00,1.21928,1.449,23.69
2019-03-10 21:30:00,2.092342,0.514,33.13
2019-03-10 22:00:00,1.91694,0.765,173.9
2019-03-10 22:30:00,2.121698,3.024,94
2019-03-10 23:00:00,1.104551,3.959,94.4
2019-03-10 23:30:00,0.9499989,4.198,98.6
2019-03-11 00:00:00,1.116373,3.714,119.8
2019-03-11 00:30:00,1.353884,3.611,121.4
2019-03-11 01:00:00,1.30303,3.272,111.3
2019-03-11 01:30:00,1.194361,3.027,101.1
2019-03-11 02:00:00,1.305294,3.356,118.2
2019-03-11 02:30:00,1.006133,3.56,144.6
2019-03-11 03:00:00,1.088079,3.766,153.1
2019-03-11 03:30:00,0.8466869,4.177,191.2
2019-03-11 04:00:00,3.642712,2.823,179.3
2019-03-11 04:30:00,23.71482,3.224,189.9
2019-03-11 05:00:00,73.88143,3.513,191.3
2019-03-11 05:30:00,138.6882,3.91,189.9
2019-03-11 06:00:00,202.533,1.619,178
2019-03-11 06:30:00,267.9428,2.197,185.4
2019-03-11 07:00:00,328.5128,1.826,113.3
2019-03-11 07:30:00,375.5325,0.736,97.8
2019-03-11 08:00:00,426.9234,1.662,180.9
2019-03-11 08:30:00,471.8279,2.193,163.2
2019-03-11 09:00:00,499.6764,1.548,140
2019-03-11 09:30:00,519.9512,1.938,185.8
2019-03-11 10:00:00,526.7862,0.416,200.6
2019-03-11 10:30:00,518.8688,0.176,123.5
2019-03-11 11:00:00,517.3563,0.577,210.1
2019-03-11 11:30:00,509.9778,1.116,318
2019-03-11 12:00:00,486.1006,0.765,350.9
2019-03-11 12:30:00,443.2711,0.201,110.5
2019-03-11 13:00:00,406.069,1.269,155.6
2019-03-11 13:30:00,352.847,0.437,177.9
2019-03-11 14:00:00,287.3943,0.831,158.1
2019-03-11 14:30:00,222.1554,2.372,190.6
2019-03-11 15:00:00,155.011,1.365,196.9
2019-03-11 15:30:00,84.00933,0.62,196.3
2019-03-11 16:00:00,12.28466,1.045,191.2
2019-03-11 16:30:00,0.984633,2.546,193.6
2019-03-11 17:00:00,1.447366,2.356,194.2
2019-03-11 17:30:00,1.127221,3.513,192.2
2019-03-11 18:00:00,1.522281,3.268,206.8
2019-03-11 18:30:00,1.384536,2.46,239.9
2019-03-11 19:00:00,1.319293,3.018,220
2019-03-11 19:30:00,0.863993,3.09,230.8
2019-03-11 20:00:00,1.177178,3.795,236.8
2019-03-11 20:30:00,0.7453609,4.109,234
2019-03-11 21:00:00,0.7195923,4.075,241.2
2019-03-11 21:30:00,1.053159,5.055,227.9
2019-03-11 22:00:00,0.767311,7.084,239.7
2019-03-11 22:30:00,0.4641306,8.39,244.4
2019-03-11 23:00:00,0.399267,8.8,245.2
2019-03-11 23:30:00,0.2853888,9.17,244.9
2019-03-12 00:00:00,0.1996429,9.04,247.4
2019-03-12 00:30:00,0.1679951,9.56,245.3
2019-03-12 01:00:00,0.1809461,10.5,244
2019-03-12 01:30:00,0.1281949,10.3,247.5
2019-03-12 02:00:00,0.1395469,10.1,250.1
2019-03-12 02:30:00,0.2458485,9.96,244
2019-03-12 03:00:00,0.5092112,10.53,243.1
2019-03-12 03:30:00,0.2345169,10.85,245.2
2019-03-12 04:00:00,1.433929,10.37,249.2
2019-03-12 04:30:00,16.06368,11.01,249.2
2019-03-12 05:00:00,62.43835,10.79,254.1
2019-03-12 05:30:00,132.511,10.84,255.8
2019-03-12 06:00:00,179.0438,10.83,258.1
2019-03-12 06:30:00,269.0047,10.8,259.3
2019-03-12 07:00:00,328.2205,10.4,254.1
2019-03-12 07:30:00,384.8649,10.1,257.2
2019-03-12 08:00:00,437.35,9.67,255
2019-03-12 08:30:00,472.3904,10.18,257
2019-03-12 09:00:00,515.5751,10.78,257.6
2019-03-12 09:30:00,537.425,10.74,254.5
2019-03-12 10:00:00,528.1039,10.6,254.9
2019-03-12 10:30:00,499.1112,9.61,258
2019-03-12 11:00:00,497.7724,9.22,256.6
2019-03-12 11:30:00,480.2703,8.53,254.1
2019-03-12 12:00:00,413.9816,8.59,252
2019-03-12 12:30:00,408.8548,10.62,240.8
2019-03-12 13:00:00,280.5881,12.86,238.7
2019-03-12 13:30:00,280.8819,13.72,237.3
2019-03-12 14:00:00,186.5968,11.4,227.1
2019-03-12 14:30:00,103.7816,10.36,231.3
2019-03-12 15:00:00,53.44965,10.4,235.8
2019-03-12 15:30:00,19.84643,9.86,231.7
2019-03-12 16:00:00,1.842664,9.13,229.1
2019-03-12 16:30:00,0.3424197,8.25,227.6
2019-03-12 17:00:00,0.2329855,8.34,228.9
2019-03-12 17:30:00,0.3965296,8.69,227.8
2019-03-12 18:00:00,0.4085416,10.37,239
2019-03-12 18:30:00,0.3364637,12.27,235.2
2019-03-12 19:00:00,0.3520423,14.18,236.6
2019-03-12 19:30:00,0.3278085,14.47,240
2019-03-12 20:00:00,0.1452595,17.65,247.5
2019-03-12 20:30:00,0.2087142,16.95,246.4
2019-03-12 21:00:00,0.4453501,16.23,244.9
2019-03-12 21:30:00,0.5578635,16.92,248
2019-03-12 22:00:00,0.3464911,16.25,248.7
2019-03-12 22:30:00,0.3199755,16.18,251.8
2019-03-12 23:00:00,0.4530745,16.46,253.2
2019-03-12 23:30:00,0.333321,15.99,250.7
2019-03-13 00:00:00,0.3643309,16.9,250.3
2019-03-13 00:30:00,0.3118228,16.26,244.1
2019-03-13 01:00:00,0.5240195,14.08,236.4
2019-03-13 01:30:00,0.5349892,15.09,248.2
2019-03-13 02:00:00,0.2299162,14.82,250.4
2019-03-13 02:30:00,0.1449935,13.59,250.2
2019-03-13 03:00:00,0.0400523,9.98,248
2019-03-13 03:30:00,0.2411115,10.57,245.3
2019-03-13 04:00:00,2.363704,9.45,257.9
2019-03-13 04:30:00,23.4783,8.74,250
2019-03-13 05:00:00,53.43787,11.48,259.4
2019-03-13 05:30:00,115.976,8.77,270.9
2019-03-13 06:00:00,221.8777,8.56,265.7
2019-03-13 06:30:00,239.4955,9.91,270.1
2019-03-13 07:00:00,287.3177,10.8,266.5
2019-03-13 07:30:00,206.105,13.23,256.5
2019-03-13 08:00:00,357.6617,12.78,258.1
2019-03-13 08:30:00,417.783,8.09,269.6
2019-03-13 09:00:00,376.0878,8.28,266.9
2019-03-13 09:30:00,484.3219,7.728,263.4
2019-03-13 10:00:00,492.6015,9.16,258.9
2019-03-13 10:30:00,518.4159,9.33,254.8
2019-03-13 11:00:00,515.4517,11.3,253.7
2019-03-13 11:30:00,461.0438,12.28,254.2
2019-03-13 12:00:00,477.015,11.33,255.7
2019-03-13 12:30:00,436.513,9.96,258
2019-03-13 13:00:00,390.7565,8.44,262.1
2019-03-13 13:30:00,331.8171,6.652,260.6
2019-03-13 14:00:00,268.7424,6.149,271.4
2019-03-13 14:30:00,200.2985,5.311,265.7
2019-03-13 15:00:00,110.9165,5.979,268.6
2019-03-13 15:30:00,54.93586,6.547,256.5
2019-03-13 16:00:00,5.567736,7.451,252.9
2019-03-13 16:30:00,0.8121258,6.115,256.9
2019-03-13 17:00:00,0.6738985,5.663,255.9
2019-03-13 17:30:00,0.9676886,7.4,242.4
2019-03-13 18:00:00,0.7994891,6.587,244.3
2019-03-13 18:30:00,0.7944659,6.887,257
2019-03-13 19:00:00,0.6372793,4.785,244.2
2019-03-13 19:30:00,0.1981973,6.233,236.2
2019-03-13 20:00:00,0.2070113,6.792,245.8
2019-03-13 20:30:00,0.03125155,6.389,269.2
2019-03-13 21:00:00,0.03392259,8.43,272.9
2019-03-13 21:30:00,0.05569299,11.03,267.5
2019-03-13 22:00:00,0.0166974,10.6,259.9
2019-03-13 22:30:00,0.1734515,10.74,261.5
2019-03-13 23:00:00,0.4353402,9.14,265.7
2019-03-13 23:30:00,0.05055281,6.6,266.7
2019-03-14 00:00:00,0.1032884,8.13,261
2019-03-14 00:30:00,0.1292083,7.392,268.5
2019-03-14 01:00:00,0.01977492,6.429,288.1
2019-03-14 01:30:00,0.004943639,6.54,286.6
2019-03-14 02:00:00,0.05927929,5.507,279.9
2019-03-14 02:30:00,0.01888384,7.118,283.2
2019-03-14 03:00:00,0.1322739,10.45,287
2019-03-14 03:30:00,0.0546909,9.28,288.5
2019-03-14 04:00:00,1.682719,7.495,293.8
2019-03-14 04:30:00,18.97239,8.82,287.7
2019-03-14 05:00:00,132.2764,9.62,284.6
2019-03-14 05:30:00,195.6834,10.2,287.7
2019-03-14 06:00:00,140.9765,8.59,291
2019-03-14 06:30:00,205.9101,6.396,288.4
2019-03-14 07:00:00,380.6268,6.365,280.1
2019-03-14 07:30:00,436.2714,5.914,289.5
2019-03-14 08:00:00,472.0976,3.712,299.4
2019-03-14 08:30:00,628.826,3.786,301
2019-03-14 09:00:00,561.2667,4.451,290.9
2019-03-14 09:30:00,567.4188,4.711,288.1
2019-03-14 10:00:00,673.3399,4.659,299.4
2019-03-14 10:30:00,564.4366,5.445,295.1
2019-03-14 11:00:00,577.4113,4.823,306.4
2019-03-14 11:30:00,508.9509,4.5,312.8
2019-03-14 12:00:00,363.1401,3.745,308.7
2019-03-14 12:30:00,445.3267,2.722,313.7
2019-03-14 13:00:00,373.2611,2.757,311.2
2019-03-14 13:30:00,240.3364,2.501,348.1
2019-03-14 14:00:00,152.2629,2.649,357.9
2019-03-14 14:30:00,132.2956,4.378,335.9
2019-03-14 15:00:00,72.75823,3.442,333.8
2019-03-14 15:30:00,38.11968,3.989,324.6
2019-03-14 16:00:00,7.434578,3.35,317.3
2019-03-14 16:30:00,1.069912,1.86,293.2
2019-03-14 17:00:00,1.019899,1.97,329
2019-03-14 17:30:00,0,2.61,345.8
2019-03-14 18:00:00,0,2.84,342.6
2019-03-14 18:30:00,0,2.413,331.7
2019-03-14 19:00:00,0,3.125,337.2
2019-03-14 19:30:00,0,3.29,338
2019-03-14 20:00:00,0,1.388,328.5
2019-03-14 20:30:00,0,0.925,271.4
2019-03-14 21:00:00,0,2.128,288
2019-03-14 21:30:00,0,2.402,292.6
2019-03-14 22:00:00,0,1.893,282.3
2019-03-14 22:30:00,0.2823828,2.595,257.8
2019-03-14 23:00:00,0.8426422,2.015,219.6
2019-03-14 23:30:00,1.217087,2.577,231.2
2019-03-15 00:00:00,1.017563,2.857,218.2
2019-03-15 00:30:00,0.08971624,3.695,260.1
2019-03-15 01:00:00,0.08726539,5.062,300.3
2019-03-15 01:30:00,0.07812659,4.753,298.4
2019-03-15 02:00:00,0.03073054,5.775,299.1
2019-03-15 02:30:00,0.04217044,6.205,299.9
2019-03-15 03:00:00,0.05614908,6.596,296.1
2019-03-15 03:30:00,0.1126517,6.68,289.8
2019-03-15 04:00:00,2.580539,8.16,289.2
2019-03-15 04:30:00,25.93293,8.55,285.4
2019-03-15 05:00:00,68.50254,9.33,282.3
2019-03-15 05:30:00,117.685,9.58,285.7
2019-03-15 06:00:00,218.5925,11.06,281.1
2019-03-15 06:30:00,233.299,12.07,273.3
2019-03-15 07:00:00,324.16,14.4,267.1
2019-03-15 07:30:00,330.8161,13.92,266.6
2019-03-15 08:00:00,329.306,11.78,271.9
2019-03-15 08:30:00,380.8954,12.32,268.8
2019-03-15 09:00:00,489.9591,15.34,254.1
2019-03-15 09:30:00,462.6907,16.36,256.3
2019-03-15 10:00:00,454.5152,14.41,253.9
2019-03-15 10:30:00,272.063,12.27,255.1
2019-03-15 11:00:00,257.2224,10.38,261
2019-03-15 11:30:00,277.0508,9.27,267.3
2019-03-15 12:00:00,244.1918,9.04,275.4
2019-03-15 12:30:00,189.6291,10.88,278.1
2019-03-15 13:00:00,134.8627,10.07,264.5
2019-03-15 13:30:00,98.04787,11.49,285.3
2019-03-15 14:00:00,99.2298,12.94,326.5
2019-03-15 14:30:00,78.0155,11.56,323.7
2019-03-15 15:00:00,47.2361,13.89,353.1
2019-03-15 15:30:00,20.47026,12.42,343.6
2019-03-15 16:00:00,2.334629,14.26,359.3
2019-03-15 16:30:00,0.1604291,14.62,359
2019-03-15 17:00:00,0.2668495,15.19,350.8
2019-03-15 17:30:00,0.1220113,16.8,346.9
2019-03-15 18:00:00,0.09961705,17.66,340.5
2019-03-15 18:30:00,0.2484051,16.64,337.1
2019-03-15 19:00:00,0.1736808,15.24,336.1
2019-03-15 19:30:00,0.1155724,15.4,346.1
2019-03-15 20:00:00,0.1985886,15.65,15.94
2019-03-15 20:30:00,0.1561463,17,351
2019-03-15 21:00:00,0.02805831,18.78,349.6
2019-03-15 21:30:00,0.08150311,17.8,350.1
2019-03-15 22:00:00,0.1082215,18.8,349.9
2019-03-15 22:30:00,0.07918449,17.76,353.7
2019-03-15 23:00:00,0.05642229,16.99,346.1
2019-03-15 23:30:00,0.02738502,16.23,353.3
2019-03-16 00:00:00,0.0166975,15.7,345.4
2019-03-16 00:30:00,0.03384008,15.4,346.2
2019-03-16 01:00:00,0.06420547,14.43,350.4
2019-03-16 01:30:00,0.04261118,13.92,337.1
2019-03-16 02:00:00,0.04092027,15.42,340.5
2019-03-16 02:30:00,0.06941764,15.08,342.9
2019-03-16 03:00:00,0.0402083,14.45,343.1
2019-03-16 03:30:00,0.06011316,13.55,342.1
2019-03-16 04:00:00,1.592505,13.86,341
2019-03-16 04:30:00,7.923807,14.47,338.6
2019-03-16 05:00:00,25.62968,15.6,331.2
2019-03-16 05:30:00,67.75393,17.01,324.3
2019-03-16 06:00:00,208.8965,17.83,317.2
2019-03-16 06:30:00,296.48,13.87,322.4
2019-03-16 07:00:00,209.8989,11.48,328.4
2019-03-16 07:30:00,173.4816,9.94,331.4
2019-03-16 08:00:00,232.9749,7.596,326
2019-03-16 08:30:00,235.3394,10.35,322.9
2019-03-16 09:00:00,270.6996,10.13,323.5
2019-03-16 09:30:00,276.9727,10.11,329.1
2019-03-16 10:00:00,362.5089,10.87,334.9
2019-03-16 10:30:00,433.6844,10.52,351.4
2019-03-16 11:00:00,337.1552,9.89,353.2
2019-03-16 11:30:00,302.6832,10.42,342.8
2019-03-16 12:00:00,212.799,11.57,343.8
2019-03-16 12:30:00,191.6138,12.88,340.6
2019-03-16 13:00:00,190.0498,11.7,349.6
2019-03-16 13:30:00,163.8256,11.59,351.1
2019-03-16 14:00:00,162.9299,12.22,354.1
2019-03-16 14:30:00,73.96679,10.91,359.7
2019-03-16 15:00:00,38.83118,9.11,31.49
2019-03-16 15:30:00,15.33008,9.82,19.97
2019-03-16 16:00:00,10.70863,8.04,14
2019-03-16 16:30:00,0.04934033,7.994,22.3
2019-03-16 17:00:00,0.02649799,8.33,42.92
2019-03-16 17:30:00,0.01692324,7.851,108.7
2019-03-16 18:00:00,0.003874569,5.762,154.2
2019-03-16 18:30:00,0.01215809,6.038,139.1
2019-03-16 19:00:00,0.01055383,6.087,105.1
2019-03-16 19:30:00,0.01478395,5.199,61.44
2019-03-16 20:00:00,0.01540723,4.989,51.17
2019-03-16 20:30:00,0.03869502,0,0
2019-03-16 21:00:00,0.04546253,0,0
2019-03-16 21:30:00,0.04942339,0,63.31
2019-03-16 22:00:00,0.1041943,0.003,74.66
2019-03-16 22:30:00,0.06144717,0,0
2019-03-16 23:00:00,0.07983465,0.013,82.2
2019-03-16 23:30:00,0.05499046,2.099,115.4
2019-03-17 00:00:00,0.007391383,0.698,117
2019-03-17 00:30:00,0.01674283,0,0
2019-03-17 01:00:00,0.03072569,2.804,106.3
2019-03-17 01:30:00,0.0400795,0,0
2019-03-17 02:00:00,0.04542347,0,0
2019-03-17 02:30:00,0.01803633,0,0
2019-03-17 03:00:00,0.0193731,0,0
2019-03-17 03:30:00,0.04248797,0,0
2019-03-17 04:00:00,6.365033,0,0
2019-03-17 04:30:00,19.03752,0,0
2019-03-17 05:00:00,41.98732,0,0
2019-03-17 05:30:00,74.02673,0,0
2019-03-17 06:00:00,118.9347,0,0
2019-03-17 06:30:00,157.14,0,0
2019-03-17 07:00:00,212.6544,0,0
2019-03-17 07:30:00,299.3674,0,0
2019-03-17 08:00:00,311.7918,0,0
2019-03-17 08:30:00,338.0766,0,0
2019-03-17 09:00:00,385.9148,0,0
2019-03-17 09:30:00,317.7946,0,0
2019-03-17 10:00:00,361.0707,0,0
2019-03-17 10:30:00,408.1968,0,0
2019-03-17 11:00:00,280.1526,0,0
2019-03-17 11:30:00,253.6477,0,0
2019-03-17 12:00:00,254.47,0,0
2019-03-17 12:30:00,226.0394,0,55.93
2019-03-17 13:00:00,185.6268,0,61.46
2019-03-17 13:30:00,150.177,0,57.02
2019-03-17 14:00:00,138.2065,0,0
2019-03-17 14:30:00,96.39574,0,0
2019-03-17 15:00:00,80.40103,0,0
2019-03-17 15:30:00,39.18285,0,0
2019-03-17 16:00:00,13.09019,0,0
2019-03-17 16:30:00,0.01460257,0,0
2019-03-17 17:00:00,0,0,0
2019-03-17 17:30:00,0,0,0
2019-03-17 18:00:00,0.002493439,0,0
2019-03-17 18:30:00,0.01353614,0,0
2019-03-17 19:00:00,0.06332111,0,0
2019-03-17 19:30:00,0.07600889,0,82.2
2019-03-17 20:00:00,0.1294398,0,0
2019-03-17 20:30:00,0.00841545,0,0
2019-03-17 21:00:00,0,0,0
2019-03-17 21:30:00,0.007348559,0,0
2019-03-17 22:00:00,0,0,0
2019-03-17 22:30:00,0,0,0
2019-03-17 23:00:00,0,0,0
2019-03-17 23:30:00,0,0,0
2019-03-18 00:00:00,0,0,0
2019-03-18 00:30:00,0,0,0
2019-03-18 01:00:00,0,0,0
2019-03-18 01:30:00,0,0,0
2019-03-18 02:00:00,0,0,0
2019-03-18 02:30:00,0.0006678731,0,0
2019-03-18 03:00:00,0.006011,0,0
2019-03-18 03:30:00,0.1477363,0,0
2019-03-18 04:00:00,7.622236,0,0
2019-03-18 04:30:00,124.0787,0,0
2019-03-18 05:00:00,132.6845,0,0
2019-03-18 05:30:00,149.8308,0,0
2019-03-18 06:00:00,199.5378,0,0
2019-03-18 06:30:00,263.1797,0,0
2019-03-18 07:00:00,415.0181,0,0
2019-03-18 07:30:00,486.9147,0,0
2019-03-18 08:00:00,530.8602,0.669,108.6
2019-03-18 08:30:00,570.2018,2.217,94.6
2019-03-18 09:00:00,600.0074,2.535,82.4
2019-03-18 09:30:00,622.4055,2.277,87.9
2019-03-18 10:00:00,637.2196,2.428,86.1
2019-03-18 10:30:00,633.9644,2.345,77.92
2019-03-18 11:00:00,621.8024,2.123,80.7
2019-03-18 11:30:00,593.7173,2.678,61.55
2019-03-18 12:00:00,581.5664,2.898,75.92
2019-03-18 12:30:00,541.0833,2.541,87.7
2019-03-18 13:00:00,489.8795,2.51,93
2019-03-18 13:30:00,427.5251,2.491,90.2
2019-03-18 14:00:00,351.368,2.48,65.89
2019-03-18 14:30:00,263.5431,1.496,46.47
2019-03-18 15:00:00,178.808,1.408,81.5
2019-03-18 15:30:00,106.8128,2.246,87.2
2019-03-18 16:00:00,25.10884,3.035,95.2
2019-03-18 16:30:00,1.668102,2.566,107.9
2019-03-18 17:00:00,2.114478,1.635,115.5
2019-03-18 17:30:00,2.224453,0.066,278.6
2019-03-18 18:00:00,2.536857,0.061,262.6
2019-03-18 18:30:00,2.569195,0.725,295.1
2019-03-18 19:00:00,2.541541,0.266,57.2
2019-03-18 19:30:00,2.714066,0.114,48.32
2019-03-18 20:00:00,2.868351,0.386,308.2
2019-03-18 20:30:00,2.32503,0.595,307.4
2019-03-18 21:00:00,2.202626,0.891,354.4
2019-03-18 21:30:00,1.731004,1.594,65.17
2019-03-18 22:00:00,1.549109,1.68,72.41
2019-03-18 22:30:00,1.99513,0.967,23.35
2019-03-18 23:00:00,2.253351,0.937,19.71
2019-03-18 23:30:00,2.154368,0.824,5.248
2019-03-19 00:00:00,1.63581,1.13,334.8
2019-03-19 00:30:00,1.550665,0.814,324.2
2019-03-19 01:00:00,1.393198,1.183,316.9
2019-03-19 01:30:00,1.130071,1.537,318.4
2019-03-19 02:00:00,1.123547,1.838,304.9
2019-03-19 02:30:00,1.48035,0.789,318.2
2019-03-19 03:00:00,1.835733,0.763,333.5
2019-03-19 03:30:00,1.941945,0.446,351.3
2019-03-19 04:00:00,7.548135,1.351,324.5
2019-03-19 04:30:00,41.21517,0.942,323.5
2019-03-19 05:00:00,90.19709,1.202,336.9
2019-03-19 05:30:00,157.2992,1.09,357.5
2019-03-19 06:00:00,227.3386,0.806,349
2019-03-19 06:30:00,296.8796,0.547,6.512
2019-03-19 07:00:00,359.3728,0.651,301.2
2019-03-19 07:30:00,424.6573,1.039,272.3
2019-03-19 08:00:00,473.3623,1.533,141.1
2019-03-19 08:30:00,514.4472,1.221,143.3
2019-03-19 09:00:00,546.9838,0.615,235.5
2019-03-19 09:30:00,564.3912,0.561,132.4
2019-03-19 10:00:00,584.2427,0.893,276.3
2019-03-19 10:30:00,590.8546,1.072,265.1
2019-03-19 11:00:00,544.2628,1.709,254.3
2019-03-19 09:00:00,533.8491,0,0
2019-03-19 12:00:00,0,0,0
2019-03-19 12:30:00,467.6706,0,207
2019-03-19 13:00:00,424.0671,0,0
2019-03-19 13:30:00,384.9821,1.387,282.3
2019-03-19 14:00:00,333.1075,2.731,285
2019-03-19 14:30:00,258.369,2.891,286.9
2019-03-19 15:00:00,179.6143,2.91,281.4
2019-03-19 15:30:00,109.1639,3.321,289.7
2019-03-19 16:00:00,19.35042,3.777,301.2
2019-03-19 16:30:00,1.772933,3.418,308
2019-03-19 17:00:00,1.496978,2.783,322.1
2019-03-19 17:30:00,1.11725,3.268,310.8
2019-03-19 18:00:00,1.530779,2.935,307.3
2019-03-19 18:30:00,1.316969,2.66,309.1
2019-03-19 19:00:00,1.495898,3.068,316.3
2019-03-19 19:30:00,1.014491,3.166,310.3
2019-03-19 20:00:00,1.249464,4.174,305.1
2019-03-19 20:30:00,1.306968,4.139,297.4
2019-03-19 21:00:00,1.322238,5.301,325.8
2019-03-19 21:30:00,0.9400886,6.213,331.9
2019-03-19 22:00:00,0.9999064,7.367,326.9
2019-03-19 22:30:00,1.125939,7.527,324.1
2019-03-19 23:00:00,1.167741,7.646,325.9
2019-03-19 23:30:00,1.052103,7.127,324.7
2019-03-20 00:00:00,1.09118,6.66,325.1
2019-03-20 00:30:00,1.249753,5.893,332.6
2019-03-20 01:00:00,0.5714501,5.736,348.1
2019-03-20 01:30:00,0.6775266,4.767,345.4
2019-03-20 02:00:00,0.801279,4.166,340.5
2019-03-20 02:30:00,1.173036,3.089,1.299
2019-03-20 03:00:00,0.9201733,3.889,335.6
2019-03-20 03:30:00,0.9899945,3.993,335.6
2019-03-20 04:00:00,7.295754,4.134,340.1
2019-03-20 04:30:00,42.52995,5.298,345.8
2019-03-20 05:00:00,90.31268,4.774,349.4
2019-03-20 05:30:00,154.5449,4.565,357.4
2019-03-20 06:00:00,221.3617,4.176,347
2019-03-20 06:30:00,288.6068,4.693,349.3
2019-03-20 07:00:00,352.433,5.227,352.6
2019-03-20 07:30:00,407.8024,5.472,348.8
2019-03-20 08:00:00,434.1167,5.3,351.9
2019-03-20 08:30:00,434.6989,5.978,350.3
2019-03-20 09:00:00,547.2073,6.311,343
2019-03-20 09:30:00,518.5618,7.298,340.6
2019-03-20 10:00:00,483.0251,5.326,347.8
2019-03-20 10:30:00,475.4262,4.228,357.2
2019-03-20 11:00:00,443.8586,4.102,1.418
2019-03-20 11:30:00,512.7786,3.38,351.4
2019-03-20 12:00:00,526.2668,3.639,2.731
2019-03-20 12:30:00,451.5438,3.439,351.5
2019-03-20 13:00:00,323.8627,2.537,349.7
2019-03-20 13:30:00,325.9044,2.687,345.8
2019-03-20 14:00:00,242.353,2.233,332
2019-03-20 14:30:00,237.0617,2.164,306.7
2019-03-20 15:00:00,144.2647,3.721,306.6
2019-03-20 15:30:00,89.59995,4.556,312.3
2019-03-20 16:00:00,14.49778,4.972,314.1
2019-03-20 16:30:00,1.408153,5.515,310.2
2019-03-20 17:00:00,1.21784,5.817,300.4
2019-03-20 17:30:00,1.192811,5.804,274.8
2019-03-20 18:00:00,1.132574,4.866,290.8
2019-03-20 18:30:00,1.201278,6.888,317.7
2019-03-20 19:00:00,1.04481,8.55,316.8
2019-03-20 19:30:00,1.058752,10.16,324
2019-03-20 20:00:00,0.648982,12.21,322.9
2019-03-20 20:30:00,0.7041681,12.08,323.6
2019-03-20 21:00:00,0.8323761,12.07,323
2019-03-20 21:30:00,0.8209451,11.77,327.6
2019-03-20 22:00:00,0.8326755,11.42,330.1
2019-03-20 22:30:00,0.9886876,10.01,325.7
