TOA5,38694,Table_MTO_MZAAR,
TIMESTAMP,SW_OUT_Avg,WS,WD
TS,,m/s,Degrees
,Avg,WVc,WVc
2019-05-05 17:00:00,1.796522,5.101,210.6
2019-05-05 17:30:00,1.201172,6.027,215.5
2019-05-05 18:00:00,1.182649,6.986,210
2019-05-05 18:30:00,0.9131917,7.492,211.8
2019-05-05 19:00:00,0.9526029,7.564,212.9
2019-05-05 19:30:00,1.001082,7.59,217.3
2019-05-05 20:00:00,0.7803994,8.26,231.4
2019-05-05 20:30:00,0.7327054,9.51,235.3
2019-05-05 21:00:00,0.5085931,10.87,235.7
2019-05-05 21:30:00,0.3817416,11.13,234.2
2019-05-05 22:00:00,0.5060298,10.36,235.3
2019-05-05 22:30:00,0.7352427,9.85,240.1
2019-05-05 23:00:00,0.7455813,9.91,248.1
2019-05-05 23:30:00,0.7506262,8.73,239.5
2019-05-06 00:00:00,1.280549,8.84,238.3
2019-05-06 00:30:00,0.7343724,8.21,235.7
2019-05-06 01:00:00,0.9992287,7.729,228.1
2019-05-06 01:30:00,0.8360067,7.75,225.3
2019-05-06 02:00:00,0.8561819,7.304,220.3
2019-05-06 02:30:00,0.8356409,7.181,220.9
2019-05-06 03:00:00,3.896983,7.126,221.1
2019-05-06 03:30:00,24.15861,7.554,225.2
2019-05-06 04:00:00,48.30296,7.581,219
2019-05-06 04:30:00,36.51501,7.574,221.1
2019-05-06 05:00:00,97.53951,6.769,228.4
2019-05-06 05:30:00,131.0305,7.188,242.7
2019-05-06 06:00:00,120.8553,5.823,235.3
2019-05-06 06:30:00,182.258,5.953,232.3
2019-05-06 07:00:00,187.7927,6.546,247.9
2019-05-06 07:30:00,214.3443,7.107,256.4
2019-05-06 08:00:00,243.6933,7.299,257
2019-05-06 08:30:00,190.4675,7.207,255.7
2019-05-06 09:00:00,245.7023,7.375,261.2
2019-05-06 09:30:00,250.8853,6.855,265.1
2019-05-06 10:00:00,122.1257,6.207,270.2
2019-05-06 10:30:00,50.25981,4.799,264.1
2019-05-06 11:00:00,53.72708,8.16,258.4
2019-05-06 11:30:00,47.36203,9.92,263.9
2019-05-06 12:00:00,32.53421,7.566,254.4
2019-05-06 12:30:00,44.56742,9.33,260.5
2019-05-06 13:00:00,34.70097,9.54,254
2019-05-06 13:30:00,23.16059,10.02,260.1
2019-05-06 14:00:00,24.5516,11.42,264.7
2019-05-06 14:30:00,19.86762,9.43,261.1
2019-05-06 15:00:00,11.23392,9.82,259.7
2019-05-06 15:30:00,46.73185,9.76,257
2019-05-06 16:00:00,15.52604,10.94,250.6
2019-05-06 16:30:00,6.288239,10.92,245.2
2019-05-06 17:00:00,1.005895,12.47,242.9
2019-05-06 17:30:00,0.8110706,12.03,244.5
2019-05-06 18:00:00,0.7996943,10.25,245.4
2019-05-06 18:30:00,0.6298524,13.02,240.5
2019-05-06 19:00:00,0.8303609,14.45,244.4
2019-05-06 19:30:00,0.9347461,13.02,240.5
2019-05-06 20:00:00,1.072103,13.01,243.6
2019-05-06 20:30:00,0.9721518,13.02,243.2
2019-05-06 21:00:00,0.9374365,12.11,240.9
2019-05-06 21:30:00,1.220518,11.19,242.5
2019-05-06 22:00:00,1.07745,11.61,243.6
2019-05-06 22:30:00,0.9956348,10.67,241.6
2019-05-06 23:00:00,0.9389632,11.28,241.6
2019-05-06 23:30:00,1.167581,11.88,241.2
2019-05-07 00:00:00,1.12882,13.16,244.1
2019-05-07 00:30:00,1.115726,12.33,242.7
2019-05-07 01:00:00,0.9582272,12.07,242.9
2019-05-07 01:30:00,0.9566585,11.41,243.1
2019-05-07 02:00:00,1.143655,12.48,243.8
2019-05-07 02:30:00,1.066622,12.85,245.5
2019-05-07 03:00:00,9.570366,11.62,253.8
2019-05-07 03:30:00,44.88164,10.42,249.7
2019-05-07 04:00:00,70.04472,9.17,253.2
2019-05-07 04:30:00,87.83266,6.802,257.7
2019-05-07 05:00:00,119.1792,5.653,260.8
2019-05-07 05:30:00,154.7414,5.268,263.3
2019-05-07 06:00:00,179.3559,4.933,262.5
2019-05-07 06:30:00,202.813,4.636,266
2019-05-07 07:00:00,224.4895,5.203,265.3
2019-05-07 07:30:00,243.3551,4.912,265.9
2019-05-07 08:00:00,260.1627,4.795,269.8
2019-05-07 08:30:00,274.3392,4.994,269.2
2019-05-07 09:00:00,284.8993,4.355,269.2
2019-05-07 09:30:00,292.1205,4.108,268.9
2019-05-07 10:00:00,291.0263,3.406,272.7
2019-05-07 10:30:00,287.5351,2.968,262.4
2019-05-07 11:00:00,274.4486,3.068,279.1
2019-05-07 11:30:00,259.5242,3.129,269.1
2019-05-07 12:00:00,248.0595,4.496,261.6
2019-05-07 12:30:00,234.5691,5.232,267.8
2019-05-07 13:00:00,214.8799,4.732,268.9
2019-05-07 13:30:00,192.551,4.724,269.7
2019-05-07 14:00:00,168.7105,4.77,273
2019-05-07 14:30:00,141.6573,5.781,268
2019-05-07 15:00:00,115.3625,5.819,266.7
2019-05-07 15:30:00,91.17155,6.536,256
2019-05-07 16:00:00,63.27266,8.61,250.9
2019-05-07 16:30:00,23.4971,9.03,250.6
2019-05-07 17:00:00,1.777276,8.18,257.3
2019-05-07 17:30:00,1.411759,9.1,263.1
2019-05-07 18:00:00,1.472977,8,256.4
2019-05-07 18:30:00,1.570412,8.06,251.3
2019-05-07 19:00:00,1.550934,8.54,250.1
2019-05-07 19:30:00,1.196446,8.04,252.6
2019-05-07 20:00:00,1.005709,9.04,245.8
2019-05-07 20:30:00,1.420674,8.18,258.8
2019-05-07 21:00:00,0.9162378,8.52,255
2019-05-07 21:30:00,1.098845,8.38,255.6
2019-05-07 22:00:00,0.6696043,9.05,265.3
2019-05-07 22:30:00,0.0845884,9.81,264.3
2019-05-07 23:00:00,0.6070048,9.04,270.4
2019-05-07 23:30:00,0.6680486,8.36,272.2
2019-05-08 00:00:00,0.1739533,7.538,272.1
2019-05-08 00:30:00,0.2137214,8.62,272.9
2019-05-08 01:00:00,0.2202238,9.98,264.7
2019-05-08 01:30:00,0.1176773,8.88,272.7
2019-05-08 02:00:00,0.151824,8.17,280.8
2019-05-08 02:30:00,0.1545879,8.13,276.3
2019-05-08 03:00:00,2.532681,7.987,279.4
2019-05-08 03:30:00,12.29996,7.283,282.5
2019-05-08 04:00:00,21.96078,8.35,273.1
2019-05-08 04:30:00,30.761,9.2,273.9
2019-05-08 05:00:00,55.2342,8.83,267.7
2019-05-08 05:30:00,109.7431,8.56,270.7
2019-05-08 06:00:00,83.38453,6.717,279.9
2019-05-08 06:30:00,166.9086,5.633,277.5
2019-05-08 07:00:00,212.5305,4.055,264.2
2019-05-08 07:30:00,235.8309,3.602,268
2019-05-08 08:00:00,251.0684,3.593,270.4
2019-05-08 08:30:00,270.3921,3.597,264.7
2019-05-08 09:00:00,278.4419,2.014,235.6
2019-05-08 09:30:00,284.9425,2.178,246.1
2019-05-08 10:00:00,289.4525,3.802,274.8
2019-05-08 10:30:00,289.4094,3.826,272.4
2019-05-08 11:00:00,277.2906,3.088,272.4
2019-05-08 11:30:00,257.8351,1.977,264.3
2019-05-08 12:00:00,240.416,1.279,282.6
2019-05-08 12:30:00,221.9029,0.994,52.05
2019-05-08 13:00:00,201.1428,0.708,20.58
2019-05-08 13:30:00,182.3723,1.349,336.7
2019-05-08 14:00:00,155.8862,1.072,332.7
2019-05-08 14:30:00,128.7916,1.018,346.1
2019-05-08 15:00:00,100.3663,0.783,42.26
2019-05-08 15:30:00,76.89654,0.205,56.66
2019-05-08 16:00:00,45.45636,0.372,263.8
2019-05-08 16:30:00,4.939448,0.938,212.1
2019-05-08 17:00:00,3.256702,1.514,207
2019-05-08 17:30:00,2.334118,2.88,193.5
2019-05-08 18:00:00,2.949298,2.246,180.6
2019-05-08 18:30:00,2.180777,2.516,190.3
2019-05-08 19:00:00,2.189327,3.405,199.4
2019-05-08 19:30:00,1.893343,4.282,198.4
2019-05-08 20:00:00,2.277661,4.647,201.8
2019-05-08 20:30:00,1.693696,4.811,206.1
2019-05-08 21:00:00,1.869371,5.504,208.1
2019-05-08 21:30:00,1.459714,5.669,212.9
2019-05-08 22:00:00,1.507621,6.217,224.2
2019-05-08 22:30:00,1.319424,6.337,224.3
2019-05-08 23:00:00,1.359931,7.073,225.6
2019-05-08 23:30:00,1.255371,7.886,211.6
2019-05-09 00:00:00,1.399306,8.05,206.6
2019-05-09 00:30:00,1.396242,7.518,208.6
2019-05-09 01:00:00,1.321086,7.329,209.2
2019-05-09 01:30:00,1.384032,7.221,206.9
2019-05-09 02:00:00,1.194126,6.945,205.9
2019-05-09 02:30:00,1.008732,7.151,204.8
2019-05-09 03:00:00,10.72183,6.873,206.7
2019-05-09 03:30:00,51.39668,6.685,195.3
2019-05-09 04:00:00,54.84322,6.548,195.5
2019-05-09 04:30:00,89.99489,7.651,195.8
2019-05-09 05:00:00,124.0487,8.03,198.8
2019-05-09 05:30:00,161.61,8.67,196.6
2019-05-09 06:00:00,179.2159,9.19,200.9
2019-05-09 06:30:00,205.8642,8.34,212.3
2019-05-09 07:00:00,214.5277,5.219,215.5
2019-05-09 07:30:00,248.6455,7.315,219.9
2019-05-09 08:00:00,234.7235,7.271,224.9
2019-05-09 08:30:00,224.1601,5.668,221.9
2019-05-09 09:00:00,304.584,5.209,223.9
2019-05-09 09:30:00,269.1562,4.342,243.6
2019-05-09 10:00:00,255.8382,3.348,252.7
2019-05-09 10:30:00,264.1805,4.582,238.9
2019-05-09 11:00:00,276.3924,5.709,240.9
2019-05-09 11:30:00,266.6645,6.364,243.9
2019-05-09 12:00:00,256.0923,6.884,242.6
2019-05-09 12:30:00,218.6635,6.051,244.5
2019-05-09 13:00:00,153.322,5.568,263
2019-05-09 13:30:00,185.8824,5.6,250.2
2019-05-09 14:00:00,126.1128,5.766,261.1
2019-05-09 14:30:00,54.7002,5.128,266.9
2019-05-09 15:00:00,38.76203,4.175,262.9
2019-05-09 15:30:00,26.61613,3.68,259.6
2019-05-09 16:00:00,39.46684,4.02,270
2019-05-09 16:30:00,16.15773,3.028,242.4
2019-05-09 17:00:00,1.853945,2.853,267.4
2019-05-09 17:30:00,2.806315,1.689,245.9
2019-05-09 18:00:00,3.001841,2.3,183.7
2019-05-09 18:30:00,2.724127,1.305,148.9
2019-05-09 19:00:00,1.770425,2.572,167.3
2019-05-09 19:30:00,2.252136,2.7,171.4
2019-05-09 20:00:00,2.232356,2.271,176.9
2019-05-09 20:30:00,1.885948,3.142,176.1
2019-05-09 21:00:00,2.349999,2.638,187.5
2019-05-09 21:30:00,2.336696,1.641,219.3
2019-05-09 22:00:00,1.623071,2.675,214.4
2019-05-09 22:30:00,1.688762,3.543,205.5
2019-05-09 23:00:00,1.503307,5.077,199.2
2019-05-09 23:30:00,1.715126,4.925,194.4
2019-05-10 00:00:00,1.673879,4.667,186.8
2019-05-10 00:30:00,1.569677,4.72,191.7
2019-05-10 01:00:00,1.916439,4.037,202.3
2019-05-10 01:30:00,1.56554,3.684,202.5
2019-05-10 02:00:00,1.862269,2.797,188.9
2019-05-10 02:30:00,1.354387,4.925,204.1
2019-05-10 03:00:00,11.15641,7.021,222.5
2019-05-10 03:30:00,35.06982,5.51,226.3
2019-05-10 04:00:00,58.34684,6.396,223.7
2019-05-10 04:30:00,86.06187,5.999,227.7
2019-05-10 05:00:00,115.2062,5.358,228.2
2019-05-10 05:30:00,143.9505,4.327,237.1
2019-05-10 06:00:00,170.3155,3.126,240.5
2019-05-10 06:30:00,193.4151,3.364,234.6
2019-05-10 07:00:00,213.901,2.873,237.3
2019-05-10 07:30:00,233.4353,2.928,232
2019-05-10 08:00:00,244.0881,2.056,248.1
2019-05-10 08:30:00,248.2408,1.338,32.04
2019-05-10 09:00:00,257.4248,0.9,44.14
2019-05-10 09:30:00,261.5549,0.756,102.8
2019-05-10 10:00:00,270.0902,1.142,88.5
2019-05-10 10:30:00,263.2252,0.852,42.07
2019-05-10 11:00:00,253.9035,1.105,12.67
2019-05-10 11:30:00,243.2284,1.61,312
2019-05-10 12:00:00,231.1685,1.59,195.3
2019-05-10 12:30:00,210.9233,0.911,27.65
2019-05-10 13:00:00,197.2072,1.675,300.7
2019-05-10 13:30:00,173.1842,1.046,291.6
2019-05-10 14:00:00,153.5994,1.99,275
2019-05-10 14:30:00,125.9662,2.036,267.3
2019-05-10 15:00:00,98.29296,2.08,255.4
2019-05-10 15:30:00,79.08488,2.209,244.5
2019-05-10 16:00:00,50.29285,2.519,243.6
2019-05-10 16:30:00,17.29885,2.078,229.5
2019-05-10 17:00:00,2.304044,2.012,198.2
2019-05-10 17:30:00,2.407715,2.106,234.8
2019-05-10 18:00:00,1.571998,5.606,228.6
2019-05-10 18:30:00,1.232359,6.001,230.6
2019-05-10 19:00:00,1.317124,5.386,239.4
2019-05-10 19:30:00,1.465521,6.182,225.3
2019-05-10 20:00:00,1.165413,5.615,226.4
2019-05-10 20:30:00,1.146434,4.908,235
2019-05-10 21:00:00,1.155541,4.09,238.2
2019-05-10 21:30:00,1.460062,3.272,240.7
2019-05-10 22:00:00,1.320481,3.177,227.9
2019-05-10 22:30:00,1.62752,2.485,248.1
2019-05-10 23:00:00,1.609347,2.155,246.3
2019-05-10 23:30:00,1.536122,2.225,240.3
2019-05-11 00:00:00,1.05693,2.524,203.3
2019-05-11 00:30:00,1.655157,2.647,191.6
2019-05-11 01:00:00,1.427297,2.682,194.4
2019-05-11 01:30:00,1.645511,2.087,196.9
2019-05-11 02:00:00,0.965629,3.184,183.2
2019-05-11 02:30:00,1.778268,2.873,183.9
2019-05-11 03:00:00,7.177748,3.196,186.3
2019-05-11 03:30:00,36.68766,3.402,199.4
2019-05-11 04:00:00,59.24046,3.61,237
2019-05-11 04:30:00,77.27966,4.177,233.1
2019-05-11 05:00:00,110.3871,4.295,232.1
2019-05-11 05:30:00,144.3797,4.07,237.2
2019-05-11 06:00:00,163.2501,3.148,223.3
2019-05-11 06:30:00,183.3877,4.969,227.6
2019-05-11 07:00:00,208.319,5.052,232.2
2019-05-11 07:30:00,225.6448,4.438,239
2019-05-11 08:00:00,239.8522,3.476,243.8
2019-05-11 08:30:00,251.325,2.687,253
2019-05-11 09:00:00,261.15,2.965,251.3
2019-05-11 09:30:00,268.2658,3.049,255.9
2019-05-11 10:00:00,268.692,3.038,251.3
2019-05-11 10:30:00,263.7126,3.068,280.6
2019-05-11 11:00:00,253.4287,3.139,275.4
2019-05-11 11:30:00,234.0757,2.934,287.4
2019-05-11 12:00:00,218.8274,2.608,279.7
2019-05-11 12:30:00,208.1783,2.52,289.6
2019-05-11 13:00:00,191.6274,2.536,266.4
2019-05-11 13:30:00,170.4499,2.254,257
2019-05-11 14:00:00,145.1937,1.689,291.5
2019-05-11 14:30:00,117.7937,1.378,281.6
2019-05-11 15:00:00,92.93436,0.834,252.7
2019-05-11 15:30:00,70.53249,0.582,196.5
2019-05-11 16:00:00,48.88564,1.42,218.7
2019-05-11 16:30:00,17.19098,1.854,227.2
2019-05-11 17:00:00,2.050171,3.075,217.6
2019-05-11 17:30:00,1.815984,4.222,231.1
2019-05-11 18:00:00,1.544437,3.473,229.1
2019-05-11 18:30:00,1.576554,4.274,224.4
2019-05-11 19:00:00,1.631565,4.283,224.2
2019-05-11 19:30:00,1.500811,3.892,226.5
2019-05-11 20:00:00,1.547757,3.876,227.3
2019-05-11 20:30:00,1.426098,3.647,235.9
2019-05-11 21:00:00,1.486143,2.659,222.7
2019-05-11 21:30:00,1.367719,2.452,208.3
2019-05-11 22:00:00,1.548185,2.645,197.8
2019-05-11 22:30:00,1.819066,2.211,217.1
2019-05-11 23:00:00,2.067444,0.646,229.2
2019-05-11 23:30:00,2.156572,0.308,206.8
2019-05-12 00:00:00,1.571627,2.066,205
2019-05-12 00:30:00,1.77916,1.53,231.4
2019-05-12 01:00:00,1.833137,1.36,232.9
2019-05-12 01:30:00,1.641485,1.231,219.4
2019-05-12 02:00:00,1.623697,1.84,194.4
2019-05-12 02:30:00,1.875148,1.945,196.7
2019-05-12 03:00:00,9.071671,1.015,208.5
2019-05-12 03:30:00,37.81273,1.389,207.3
2019-05-12 04:00:00,56.03765,0.666,236.2
2019-05-12 04:30:00,76.71666,0.323,226.2
2019-05-12 05:00:00,104.4322,0.731,227.8
2019-05-12 05:30:00,133.3841,0.534,271.8
2019-05-12 06:00:00,156.5793,0.807,263.7
2019-05-12 06:30:00,179.4158,0.99,275
2019-05-12 07:00:00,199.4864,1.237,284
2019-05-12 07:30:00,219.3295,1.667,303.5
2019-05-12 08:00:00,234.326,1.057,287.1
2019-05-12 08:30:00,246.5744,1.02,284.3
2019-05-12 09:00:00,256.6006,1.064,270.5
2019-05-12 09:30:00,265.9219,1.589,274.8
2019-05-12 10:00:00,266.9094,1.943,298.4
2019-05-12 10:30:00,261.885,1.681,309.5
2019-05-12 11:00:00,252.1527,1.869,340.1
2019-05-12 11:30:00,239.6059,2.322,317.5
2019-05-12 12:00:00,225.9092,2.256,310.3
2019-05-12 12:30:00,211.662,2.036,302.3
2019-05-12 13:00:00,193.1096,2.105,300.5
2019-05-12 13:30:00,172.1919,2.017,291.9
2019-05-12 14:00:00,149.8461,2.949,331.2
2019-05-12 14:30:00,123.8825,2.297,325
2019-05-12 15:00:00,97.67873,1.842,329.3
2019-05-12 15:30:00,76.00248,1.199,272.2
2019-05-12 16:00:00,51.83456,1.263,268.1
2019-05-12 16:30:00,18.72752,1.451,203.2
2019-05-12 17:00:00,2.640116,1.925,249.6
2019-05-12 17:30:00,2.242127,2.066,191.4
2019-05-12 18:00:00,2.203216,3.438,210.4
2019-05-12 18:30:00,1.765449,3.054,197.9
2019-05-12 19:00:00,2.302517,2.43,200.3
2019-05-12 19:30:00,1.948741,2.345,198
2019-05-12 20:00:00,1.524507,3.417,193.1
2019-05-12 20:30:00,1.400068,3.493,192.6
2019-05-12 21:00:00,1.587376,3.824,203.9
2019-05-12 21:30:00,1.811945,4.568,225.7
2019-05-12 22:00:00,1.489404,5.288,231.6
2019-05-12 22:30:00,1.313791,4.576,224
2019-05-12 23:00:00,1.359436,4.937,218.9
2019-05-12 23:30:00,1.227974,5.604,230.2
2019-05-13 00:00:00,1.485755,5.691,220.7
2019-05-13 00:30:00,1.337069,5.884,215.5
2019-05-13 01:00:00,1.264309,5.93,220.3
2019-05-13 01:30:00,1.311711,6.335,222.4
2019-05-13 02:00:00,1.265874,6.775,222
2019-05-13 02:30:00,1.27229,6.975,220.5
2019-05-13 03:00:00,10.15869,7.155,219.2
2019-05-13 03:30:00,41.29155,7.337,222
2019-05-13 04:00:00,59.72401,7.359,224.6
2019-05-13 04:30:00,84.95552,7.111,221.9
2019-05-13 05:00:00,114.332,6.784,221.2
2019-05-13 05:30:00,145.7677,6.42,220.1
2019-05-13 06:00:00,170.5655,5.956,218.2
2019-05-13 06:30:00,193.3047,4.903,215.8
2019-05-13 07:00:00,213.5922,4.174,219.1
2019-05-13 07:30:00,230.9788,3.211,224.5
2019-05-13 08:00:00,247.9143,3.913,219.5
2019-05-13 08:30:00,262.3281,4.424,231.3
2019-05-13 09:00:00,270.537,4.031,232.7
2019-05-13 09:30:00,275.495,3.521,246
2019-05-13 10:00:00,275.0995,2.818,252.6
2019-05-13 10:30:00,267.4933,1.949,280.7
2019-05-13 11:00:00,259.8918,2.504,277.5
2019-05-13 11:30:00,247.719,2.581,272.1
2019-05-13 12:00:00,231.635,1.783,277.7
2019-05-13 12:30:00,217.0706,2.438,288.6
2019-05-13 13:00:00,197.4227,1.976,308.1
2019-05-13 13:30:00,176.3367,1.634,279.6
2019-05-13 14:00:00,151.6201,1.062,277
2019-05-13 14:30:00,126.0691,1.297,274.6
2019-05-13 15:00:00,98.71837,1.126,227.5
2019-05-13 15:30:00,80.7819,2.554,228.1
2019-05-13 16:00:00,55.4838,2.939,188.9
2019-05-13 16:30:00,19.29655,3.672,195.5
2019-05-13 17:00:00,2.536664,4.021,205.3
2019-05-13 17:30:00,2.23018,4.252,195.7
2019-05-13 18:00:00,1.742752,4.231,193.2
2019-05-13 18:30:00,1.764683,4.117,205.7
2019-05-13 19:00:00,1.891324,4.381,195.7
2019-05-13 19:30:00,1.367081,5.92,182.6
2019-05-13 20:00:00,1.240935,6.808,182.1
2019-05-13 20:30:00,1.207935,7.013,184.7
2019-05-13 21:00:00,1.276299,6.329,188.2
2019-05-13 21:30:00,1.330303,7.572,181.9
2019-05-13 22:00:00,1.160511,6.952,186.7
2019-05-13 22:30:00,1.269675,6.307,188.8
2019-05-13 23:00:00,1.422477,5.926,191.7
2019-05-13 23:30:00,1.614869,5.577,193
2019-05-14 00:00:00,2.030962,6.659,223.4
2019-05-14 00:30:00,1.192507,8.18,233.2
2019-05-14 01:00:00,0.9967276,7.823,233
2019-05-14 01:30:00,1.175929,8.12,245.1
2019-05-14 02:00:00,0.8302035,8.1,250.3
2019-05-14 02:30:00,1.196446,8.44,255.6
2019-05-14 03:00:00,11.45638,8.25,253.4
2019-05-14 03:30:00,44.46851,8.83,256.2
2019-05-14 04:00:00,61.02758,9.47,257.3
2019-05-14 04:30:00,88.6562,9.7,258.4
2019-05-14 05:00:00,118.1164,9.92,259
2019-05-14 05:30:00,151.7495,9.07,261.8
2019-05-14 06:00:00,176.9319,8.96,264.9
2019-05-14 06:30:00,200.3652,8.1,273.3
2019-05-14 07:00:00,219.9722,7.952,270.2
2019-05-14 07:30:00,238.7468,7.388,269.5
2019-05-14 08:00:00,253.9508,6.831,268.9
2019-05-14 08:30:00,265.9891,5.983,272.5
2019-05-14 09:00:00,274.7133,5.179,278.9
2019-05-14 09:30:00,279.9272,4.941,278.3
2019-05-14 10:00:00,278.8854,4.314,275.9
2019-05-14 10:30:00,274.3995,4.581,272.8
2019-05-14 11:00:00,263.7425,5.543,273.8
2019-05-14 11:30:00,251.3464,5.479,274
2019-05-14 12:00:00,234.3597,4.54,274.9
2019-05-14 12:30:00,216.7908,3.532,288.2
2019-05-14 13:00:00,194.7414,3.158,287.9
2019-05-14 13:30:00,173.3689,2.744,287.8
2019-05-14 14:00:00,150.1257,2.824,288.8
2019-05-14 14:30:00,123.7198,2.761,280.1
2019-05-14 15:00:00,97.86111,2.449,265.4
2019-05-14 15:30:00,76.70049,2.426,246.1
2019-05-14 16:00:00,51.97085,3.348,238.7
2019-05-14 16:30:00,19.02925,3.501,223.1
2019-05-14 17:00:00,2.486484,4.109,222.2
2019-05-14 17:30:00,1.786777,4.539,233.8
2019-05-14 18:00:00,1.295698,4.163,207.8
2019-05-14 18:30:00,1.735837,4.199,204.9
2019-05-14 19:00:00,2.26262,4.548,214.1
2019-05-14 19:30:00,1.717311,4.502,229.6
2019-05-14 20:00:00,1.479761,4.965,229.7
2019-05-14 20:30:00,1.126762,5.163,193.1
2019-05-14 21:00:00,1.415521,5.229,181.2
2019-05-14 21:30:00,1.448587,3.884,208.6
2019-05-14 22:00:00,1.170934,4.351,185
2019-05-14 22:30:00,1.779926,5.344,152
2019-05-14 23:00:00,1.004389,5.667,149.6
2019-05-14 23:30:00,1.037526,6.248,152.6
2019-05-15 00:00:00,0.9230202,6.968,152
2019-05-15 00:30:00,0.8735178,6.446,151.8
2019-05-15 01:00:00,0.9548094,5.965,150.6
2019-05-15 01:30:00,1.010526,6.24,150.7
2019-05-15 02:00:00,1.045245,6.148,149.3
2019-05-15 02:30:00,0.967865,6.961,154
2019-05-15 03:00:00,8.030634,6.697,157.6
2019-05-15 03:30:00,34.88872,6.107,167.6
2019-05-15 04:00:00,55.5093,5.797,176.8
2019-05-15 04:30:00,82.37582,5.599,173.3
2019-05-15 05:00:00,111.0566,5.886,179.4
2019-05-15 05:30:00,142.0358,6.005,179.4
2019-05-15 06:00:00,165.7849,5.872,177.6
2019-05-15 06:30:00,188.3889,6.136,180.2
2019-05-15 07:00:00,213.7719,6.105,178.6
2019-05-15 07:30:00,233.9541,6.139,179.2
2019-05-15 08:00:00,222.1249,6.336,182.3
2019-05-15 08:30:00,260.5995,6.495,186.5
2019-05-15 09:00:00,269.789,6.561,188.4
2019-05-15 09:30:00,275.5246,6.051,198
2019-05-15 10:00:00,275.9231,5.597,203.9
2019-05-15 10:30:00,274.1857,5.549,196.3
2019-05-15 11:00:00,278.963,4.856,207.3
2019-05-15 11:30:00,261.256,4.725,203.4
2019-05-15 12:00:00,95.25713,3.872,209
2019-05-15 12:30:00,121.4571,3.498,231.1
2019-05-15 13:00:00,149.1133,3.436,173.8
2019-05-15 13:30:00,63.80907,2.407,219.5
2019-05-15 14:00:00,107.4411,3.389,237.7
2019-05-15 14:30:00,135.0666,2.625,225.3
2019-05-15 15:00:00,111.5364,2.598,227.4
2019-05-15 15:30:00,30.46217,3.495,239.6
2019-05-15 16:00:00,22.39955,3.327,177.6
2019-05-15 16:30:00,8.792999,3.789,185.3
2019-05-15 17:00:00,2.119203,4.465,194.2
2019-05-15 17:30:00,1.286047,5.352,174.6
2019-05-15 18:00:00,0.8061369,8.25,145
2019-05-15 18:30:00,0.7238781,8.67,148.1
2019-05-15 19:00:00,0.7192871,9.86,148.1
2019-05-15 19:30:00,0.7532008,7.676,153.3
2019-05-15 20:00:00,0.9201869,7.593,158.7
2019-05-15 20:30:00,0.846873,7.844,158.9
2019-05-15 21:00:00,0.9262874,8.14,159.1
2019-05-15 21:30:00,0.9151545,8.39,160.9
2019-05-15 22:00:00,0.7105151,8.67,160.9
2019-05-15 22:30:00,0.8610781,9.74,162.6
2019-05-15 23:00:00,0.7152045,9.51,163.6
2019-05-15 23:30:00,0.8578506,9.81,164
2019-05-16 00:00:00,0.6675706,10.25,165.2
2019-05-16 00:30:00,0.6558847,10.34,164.6
2019-05-16 01:00:00,0.804154,9.82,171.5
2019-05-16 01:30:00,0.7345577,10.16,169.1
2019-05-16 02:00:00,0.687169,9.35,172.5
2019-05-16 02:30:00,0.963888,8.62,172.8
2019-05-16 03:00:00,7.583381,8.1,179.1
2019-05-16 03:30:00,34.01327,8.18,183.8
2019-05-16 04:00:00,36.1792,8.73,186.6
2019-05-16 04:30:00,79.29492,9.79,187.3
2019-05-16 05:00:00,111.7358,9.15,192.7
2019-05-16 05:30:00,120.3774,7.955,197
2019-05-16 06:00:00,165.751,8.09,194
2019-05-16 06:30:00,152.7278,7.336,190.5
2019-05-16 07:00:00,201.0825,6.669,187
2019-05-16 07:30:00,175.7669,4.939,178.8
2019-05-16 08:00:00,202.6786,2.592,241.4
2019-05-16 08:30:00,246.6246,2.468,261.8
2019-05-16 09:00:00,216.856,1.452,284.6
2019-05-16 09:30:00,233.4451,3.267,311.6
2019-05-16 10:00:00,237.19,4.373,303.5
2019-05-16 10:30:00,254.7222,3.681,307.8
2019-05-16 11:00:00,240.5063,4.291,313.8
2019-05-16 11:30:00,245.6183,4.332,316.4
2019-05-16 12:00:00,229.6606,4.434,308.2
2019-05-16 12:30:00,214.6217,4.167,317.3
2019-05-16 13:00:00,196.7699,4.095,314.9
2019-05-16 13:30:00,175.5733,3.686,309.1
2019-05-16 14:00:00,151.2473,2.918,334.9
2019-05-16 14:30:00,123.2455,2.35,13.94
2019-05-16 15:00:00,97.83697,2.176,8.01
2019-05-16 15:30:00,71.09118,1.264,44.54
2019-05-16 16:00:00,41.8502,0.74,40.44
2019-05-16 16:30:00,13.2218,0.817,191.4
2019-05-16 17:00:00,3.003675,1.014,188.5
2019-05-16 17:30:00,3.108979,1.102,166.5
2019-05-16 18:00:00,2.837101,0.825,205.4
2019-05-16 18:30:00,3.315038,0.162,206.8
2019-05-16 19:00:00,3.109443,0.704,218.3
2019-05-16 19:30:00,2.558285,1.349,209.1
2019-05-16 20:00:00,2.458884,1.079,234.3
2019-05-16 20:30:00,2.359817,1.293,239.1
2019-05-16 21:00:00,1.718,2.18,215.9
2019-05-16 21:30:00,2.01888,2.273,223.1
